energy,sigma
0.0267872,0.0177534
0.026793,0.0167364
0.0267988,0.0158035
0.0268045,0.0149461
0.0268103,0.0141564
0.0268161,0.0134278
0.0268248,0.0124367
0.0268335,0.0115528
0.0268423,0.0107526
0.0268511,0.0100358
0.0268599,0.00939132
0.0268687,0.00880794
0.0268775,0.00827888
0.0268864,0.0077918
0.0268954,0.00734633
0.0269044,0.0069413
0.0269134,0.00657273
0.0269224,0.00623695
0.0269342,0.00583876
0.0269458,0.00548941
0.0269574,0.00517659
0.026969,0.00489614
0.0269806,0.00464454
0.0269921,0.00441886
0.0270037,0.00421666
0.0270153,0.0040359
0.0270269,0.00387492
0.0270385,0.00373224
0.02705,0.00360648
0.0270616,0.00349805
0.0270732,0.00340613
0.0270848,0.00333048
0.0270964,0.00327139
0.0271079,0.00322952
0.0271203,0.0032052
0.0271268,0.00320142
0.027138,0.00321136
0.0271492,0.00324447
0.0271576,0.00328684
0.027166,0.00334666
0.027174,0.00342188
0.027181,0.00350607
0.0271881,0.00360928
0.0271952,0.00373501
0.0272022,0.00388775
0.0272093,0.00407272
0.0272147,0.00424113
0.0272201,0.0044365
0.0272256,0.00466369
0.027231,0.00492872
0.0272346,0.00513013
0.0272382,0.00535442
0.0272418,0.00560487
0.0272455,0.00588529
0.0272491,0.00620026
0.0272527,0.00655527
0.0272563,0.00695694
0.027259,0.00729356
0.0272618,0.00766493
0.0272645,0.00807585
0.0272672,0.00853199
0.0272699,0.00904025
0.0272726,0.00960871
0.0272753,0.0102472
0.027278,0.0109674
0.0272798,0.0114999
0.0272817,0.01208
0.0272841,0.0129503
0.0272857,0.0135932
0.0272874,0.0142931
0.027289,0.0150571
0.0272906,0.0158932
0.0272922,0.0168109
0.0272939,0.0178212
0.0272954,0.0188402
0.0272967,0.0198541
0.0272981,0.0209615
0.0272995,0.0221746
0.0273008,0.0235075
0.0273022,0.0249768
0.0273035,0.0266022
0.0273049,0.0284073
0.0273061,0.0301687
0.0273071,0.0318399
0.0273082,0.0336669
0.0273092,0.0356705
0.0273102,0.0378755
0.0273113,0.0403115
0.0273123,0.0430137
0.0273133,0.0460251
0.0273143,0.0490442
0.0273151,0.0520132
0.0273159,0.0552911
0.0273168,0.058926
0.0273176,0.0629766
0.0273182,0.0663298
0.0273188,0.0699912
0.0273195,0.0740046
0.0273201,0.0784165
0.0273205,0.0816069
0.0273212,0.0871831
0.0273218,0.0934163
0.0273223,0.0985868
0.0273228,0.104236
0.0273233,0.110422
0.0273238,0.117209
0.0273243,0.124671
0.0273248,0.132884
0.0273253,0.141938
0.0273258,0.151926
0.0273263,0.163447
0.0273268,0.176229
0.0273272,0.186731
0.0273276,0.198082
0.027328,0.210353
0.0273284,0.223611
0.0273288,0.23793
0.0273292,0.253379
0.0273296,0.270036
0.0273299,0.287967
0.0273304,0.309244
0.0273308,0.332251
0.0273312,0.357089
0.0273317,0.383838
0.0273321,0.412593
0.0273325,0.44341
0.0273329,0.476361
0.0273335,0.525718
0.027334,0.570416
0.0273345,0.618113
0.0273352,0.686268
0.0273358,0.759395
0.0273366,0.849094
0.0273375,0.960782
0.0273391,1.16955
0.0273403,1.3219
0.0273411,1.42183
0.0273419,1.51489
0.0273426,1.59829
0.0273432,1.65292
0.0273439,1.70078
0.0273445,1.73974
0.0273451,1.76827
0.0273457,1.78592
0.0273464,1.79182
0.027347,1.78586
0.0273476,1.76816
0.0273482,1.73957
0.0273489,1.70056
0.0273495,1.65267
0.0273501,1.59802
0.0273509,1.51459
0.0273517,1.42152
0.0273529,1.26123
0.0273551,0.97327
0.0273559,0.873158
0.0273566,0.789768
0.0273573,0.714778
0.0273579,0.644625
0.0273584,0.595381
0.0273589,0.5491
0.0273595,0.499411
0.0273599,0.466489
0.0273603,0.43554
0.0273607,0.406532
0.0273611,0.379395
0.0273615,0.354078
0.027362,0.330501
0.0273624,0.308594
0.0273628,0.284514
0.0273633,0.262547
0.0273638,0.242536
0.0273643,0.224343
0.0273648,0.207813
0.0273653,0.192816
0.0273658,0.179212
0.0273663,0.166879
0.0273668,0.155463
0.0273673,0.145132
0.0273678,0.135771
0.0273682,0.127283
0.0273687,0.119575
0.0273692,0.112566
0.0273697,0.10618
0.0273702,0.100355
0.0273707,0.0950249
0.0273712,0.0901422
0.0273718,0.085478
0.0273723,0.080872
0.0273729,0.0766626
0.0273734,0.0728057
0.0273742,0.0681431
0.0273749,0.063957
0.0273757,0.0601814
0.0273764,0.0567614
0.0273772,0.0536509
0.0273781,0.0502506
0.0273789,0.0475424
0.0273796,0.0450649
0.0273807,0.0420734
0.0273818,0.039391
0.0273828,0.0369741
0.0273839,0.0347875
0.0273849,0.0328013
0.027386,0.0309912
0.0273872,0.0291043
0.0273884,0.0273949
0.0273896,0.0258407
0.0273908,0.0244231
0.0273921,0.0231258
0.0273933,0.0219357
0.0273945,0.0208407
0.0273957,0.019831
0.0273972,0.0186846
0.0273987,0.0176413
0.0274002,0.0166888
0.0274017,0.0158167
0.0274032,0.0150161
0.0274047,0.0142791
0.027407,0.0132788
0.0274088,0.012564
0.0274108,0.0118109
0.0274129,0.0111292
0.027415,0.01051
0.027417,0.00994581
0.0274191,0.00943018
0.0274212,0.00895765
0.0274233,0.00852348
0.0274254,0.00810443
0.0274277,0.00770147
0.02743,0.00733144
0.0274334,0.00683053
0.0274368,0.00638581
0.0274403,0.00598905
0.0274425,0.00574773
0.0274463,0.0053877
0.02745,0.00506552
0.0274537,0.00477599
0.0274575,0.00451483
0.0274612,0.00427839
0.0274649,0.00406359
0.0274687,0.00386781
0.0274724,0.00368881
0.0274765,0.00350729
0.0274807,0.00334188
0.0274848,0.00319067
0.027491,0.00298699
0.0274973,0.00280707
0.0275035,0.00264722
0.0275105,0.00248656
0.027518,0.00233648
0.0275254,0.00220378
0.0275329,0.00208584
0.0275404,0.00198027
0.0275482,0.00188018
0.027557,0.00178124
0.0275657,0.00169281
0.0275744,0.00161336
0.027586,0.00151922
0.0275976,0.00143639
0.0276092,0.00136297
0.0276208,0.00129747
0.0276324,0.00123867
0.027644,0.0011856
0.0276614,0.001115
0.0276788,0.00105338
0.0276979,0.000994259
0.0277178,0.000940227
0.0277377,0.000892574
0.0277609,0.000843602
0.0277841,0.000800455
0.0278107,0.000757001
0.0278372,0.000718706
0.0278621,0.000686683
0.0278869,0.000657824
0.0279218,0.000621894
0.0279582,0.000588882
0.0279964,0.000558508
0.0280362,0.000530531
0.0280785,0.000504257
0.0281224,0.000480074
0.0281668,0.000458367
0.0282103,0.000439329
0.0282667,0.000417384
0.0283231,0.000398054
0.0283794,0.00038091
0.0284408,0.000364347
0.0285071,0.000348492
0.0285735,0.000334437
0.0286398,0.000321907
0.0287108,0.000309936
0.0287864,0.000298567
0.0288998,0.000283746
0.0290281,0.000269591
0.02916,0.000257345
0.0292918,0.000246884
0.0294304,0.000237513
0.0295963,0.000227936
0.0297952,0.00021838
0.030016,0.000209651
0.0302214,0.000202955
0.0304556,0.000196514
0.0307457,0.000189895
0.031094,0.000183482
0.031492,0.000177601
0.0319894,0.00017177
0.0325698,0.000166441
0.0332331,0.000161633
0.0339793,0.000157495
0.0348799,0.000153633
0.0357806,0.000150716
0.0365911,0.000148987
0.03693,0.000148697
0.0371991,0.000149184
0.0373255,0.000150149
0.0373887,0.00015112
0.0374551,0.000152908
0.0374968,0.000154808
0.0375246,0.000156678
0.0375523,0.000159316
0.0375725,0.000161991
0.0375912,0.000165379
0.0376038,0.000168324
0.0376163,0.000172037
0.0376293,0.000177028
0.037638,0.000181235
0.0376467,0.000186393
0.0376547,0.000192254
0.037662,0.000198841
0.0376674,0.000204775
0.0376729,0.000211794
0.0376784,0.000220182
0.037683,0.000228498
0.0376871,0.000237271
0.0376912,0.00024755
0.0376953,0.000259706
0.0376981,0.000269092
0.0377008,0.000279716
0.0377037,0.000292419
0.0377067,0.000307778
0.0377089,0.000320984
0.0377112,0.000335923
0.0377134,0.000352921
0.0377157,0.000372385
0.037718,0.000394833
0.0377195,0.000411777
0.037721,0.000430586
0.0377225,0.000451557
0.037724,0.000475057
0.0377255,0.000501542
0.0377268,0.000528247
0.037728,0.00055462
0.0377292,0.000584141
0.0377304,0.000617486
0.0377312,0.000645569
0.0377321,0.0006769
0.037733,0.000712267
0.0377339,0.000752759
0.0377345,0.000783349
0.0377351,0.00081752
0.0377357,0.000856052
0.0377363,0.000899974
0.0377369,0.00095054
0.0377373,0.000988729
0.0377377,0.00103119
0.0377381,0.00107858
0.0377385,0.00113171
0.0377388,0.0011915
0.0377392,0.00125906
0.0377396,0.0013356
0.0377399,0.0013998
0.0377402,0.00147052
0.0377405,0.00154858
0.0377408,0.00163481
0.0377411,0.00173017
0.0377414,0.00183565
0.0377417,0.00195245
0.037742,0.00208173
0.0377423,0.00221008
0.0377425,0.00235074
0.0377428,0.00250501
0.0377431,0.0026741
0.0377433,0.0028595
0.0377436,0.00306264
0.0377439,0.00328522
0.0377441,0.00352879
0.0377444,0.00379553
0.0377447,0.00408711
0.0377449,0.00440589
0.0377452,0.00475405
0.0377455,0.00513415
0.0377457,0.00554855
0.037746,0.00600014
0.0377463,0.00649147
0.0377465,0.00702632
0.0377468,0.00760715
0.0377471,0.00823767
0.0377473,0.00892115
0.0377476,0.00966164
0.0377478,0.0103097
0.0377481,0.0111306
0.0377483,0.0120143
0.0377486,0.0129646
0.0377489,0.0139856
0.0377491,0.0150813
0.0377494,0.0162555
0.0377496,0.0175124
0.0377499,0.0188566
0.0377501,0.0202923
0.0377504,0.0218236
0.0377507,0.0234548
0.0377509,0.0251906
0.0377512,0.0270352
0.0377514,0.0289926
0.0377518,0.032149
0.0377521,0.0347673
0.0377524,0.0375547
0.0377527,0.0405185
0.0377531,0.0447532
0.0377535,0.0493215
0.0377538,0.0529729
0.0377542,0.0581483
0.0377546,0.0636808
0.037755,0.0695721
0.0377554,0.0771223
0.0377559,0.0851865
0.0377564,0.0937568
0.0377569,0.102813
0.0377575,0.115599
0.0377583,0.132166
0.037759,0.149608
0.0377607,0.189758
0.0377621,0.221104
0.0377629,0.23965
0.0377637,0.254919
0.0377644,0.267239
0.0377651,0.277841
0.0377656,0.285026
0.0377663,0.291326
0.0377669,0.29547
0.0377675,0.297891
0.0377679,0.298267
0.0377686,0.29718
0.0377691,0.294593
0.0377698,0.2896
0.0377702,0.285019
0.0377708,0.277831
0.0377715,0.26723
0.0377721,0.256574
0.0377728,0.242514
0.0377736,0.224644
0.0377748,0.198187
0.0377766,0.154194
0.0377776,0.132612
0.0377782,0.118928
0.0377788,0.10595
0.0377793,0.0967394
0.0377798,0.0880045
0.0377802,0.0797724
0.0377808,0.0714325
0.0377812,0.0654315
0.0377815,0.0597917
0.0377819,0.0545099
0.0377823,0.0495801
0.0377827,0.0449944
0.0377831,0.0407434
0.0377834,0.0377677
0.0377837,0.0349697
0.037784,0.0325104
0.0377843,0.0301958
0.0377846,0.0280196
0.0377848,0.0259776
0.0377851,0.024063
0.0377854,0.0222718
0.0377857,0.0205977
0.0377859,0.0190361
0.0377862,0.0175801
0.0377865,0.0162259
0.0377868,0.0149672
0.037787,0.0137997
0.0377873,0.0127173
0.0377876,0.0117159
0.0377879,0.0107901
0.0377881,0.00993573
0.0377884,0.00917437
0.0377887,0.00847156
0.0377889,0.00782303
0.0377892,0.00722547
0.0377895,0.00667513
0.0377897,0.006169
0.03779,0.0057038
0.0377903,0.00527694
0.0377905,0.00488512
0.0377908,0.0045262
0.0377911,0.00419741
0.0377913,0.00389653
0.0377916,0.00362129
0.0377919,0.00336979
0.0377921,0.00314002
0.0377924,0.00293033
0.0377927,0.00273877
0.0377929,0.0025641
0.0377932,0.00240474
0.0377935,0.00225943
0.0377937,0.00212688
0.037794,0.00199746
0.0377943,0.00187635
0.0377946,0.00176701
0.0377949,0.00166815
0.0377952,0.0015788
0.0377955,0.00149793
0.0377958,0.00142467
0.0377961,0.00135823
0.0377964,0.0012979
0.0377968,0.00122586
0.0377972,0.00116218
0.0377976,0.0011057
0.037798,0.00105543
0.0377984,0.0010105
0.0377988,0.000970161
0.0377994,0.000916923
0.0378,0.000870854
0.0378004,0.000836931
0.037801,0.000800618
0.0378016,0.000768267
0.0378025,0.000725684
0.0378034,0.000688695
0.0378043,0.00065608
0.0378049,0.000636321
0.0378061,0.000600687
0.0378073,0.000569323
0.0378084,0.000541423
0.0378096,0.00051641
0.0378111,0.000488194
0.0378126,0.000463244
0.0378141,0.000441039
0.0378156,0.000421172
0.0378171,0.000403312
0.0378186,0.00038719
0.0378209,0.00036578
0.0378231,0.00034717
0.0378254,0.00033088
0.0378276,0.000316535
0.0378299,0.000303829
0.0378321,0.00029252
0.037835,0.000279799
0.0378378,0.000269159
0.0378405,0.000259758
0.0378446,0.000247581
0.0378487,0.000237283
0.0378529,0.000228492
0.0378574,0.000220156
0.0378629,0.000211746
0.0378684,0.000204707
0.0378739,0.000198753
0.0378812,0.000192142
0.0378892,0.000186256
0.0378979,0.000181071
0.0379065,0.000176839
0.0379195,0.000171811
0.0379321,0.000168064
0.0379509,0.000163823
0.0379697,0.000160715
0.0379904,0.00015816
0.0380251,0.000155182
0.0380668,0.000152869
0.0381139,0.000151199
0.0381787,0.000149756
0.0383051,0.000148275
0.038527,0.000147256
0.0387812,0.000146941
0.0391663,0.000147354
0.0394395,0.000148538
0.0395909,0.000149851
0.0397042,0.000151521
0.0397985,0.000153824
0.0398523,0.000155853
0.0399033,0.000158585
0.0399364,0.000161052
0.039964,0.000163729
0.0399916,0.000167209
0.0400131,0.000170726
0.0400346,0.000175233
0.0400489,0.000178986
0.0400622,0.000183188
0.0400755,0.000188276
0.0400888,0.000194518
0.0400988,0.000200186
0.0401071,0.000205726
0.040117,0.000213599
0.0401245,0.000220601
0.040132,0.000228781
0.0401395,0.000238418
0.0401461,0.000248504
0.0401523,0.000259571
0.0401586,0.000272575
0.0401627,0.000282554
0.0401669,0.000293785
0.040171,0.000306487
0.0401752,0.000320928
0.0401791,0.000336643
0.0401831,0.000354614
0.0401871,0.000375304
0.0401897,0.000390892
0.0401923,0.000408158
0.040195,0.000427356
0.040198,0.000452262
0.0402006,0.000476156
0.0402032,0.000503027
0.0402058,0.000533404
0.0402084,0.000567932
0.0402101,0.000593647
0.0402119,0.000623481
0.0402137,0.000656485
0.0402155,0.000693141
0.0402173,0.000734024
0.0402192,0.00077984
0.040221,0.000831441
0.0402223,0.000874577
0.0402237,0.000922109
0.0402252,0.000980245
0.0402264,0.00103103
0.0402276,0.00108693
0.0402287,0.00114874
0.0402299,0.00121751
0.0402311,0.00129457
0.040232,0.0013589
0.0402329,0.00142996
0.0402338,0.00150918
0.0402345,0.00158587
0.0402352,0.0016648
0.0402359,0.00175329
0.0402366,0.00185364
0.0402374,0.00196881
0.0402378,0.00205571
0.0402383,0.00215241
0.0402388,0.0022606
0.0402392,0.0023824
0.0402397,0.00252025
0.0402402,0.00267719
0.0402405,0.00280949
0.0402409,0.00295615
0.0402412,0.00311918
0.0402416,0.00330067
0.040242,0.00351763
0.0402423,0.00369809
0.0402425,0.00389547
0.0402428,0.0041116
0.0402431,0.00434823
0.0402434,0.00460781
0.0402437,0.00489227
0.040244,0.00520426
0.0402442,0.00554636
0.0402445,0.00592169
0.0402448,0.00633329
0.0402451,0.00678474
0.0402454,0.00727936
0.0402457,0.00782176
0.0402459,0.00841557
0.0402462,0.00906579
0.0402465,0.00977714
0.0402468,0.0105552
0.0402471,0.011405
0.0402474,0.012333
0.0402476,0.0133448
0.0402479,0.0144485
0.0402482,0.0156499
0.0402485,0.0169571
0.0402488,0.0183771
0.040249,0.0199194
0.0402493,0.0215912
0.0402496,0.0234024
0.0402499,0.0253613
0.0402502,0.0274793
0.0402505,0.0297645
0.0402507,0.0322282
0.040251,0.0348797
0.0402513,0.0377318
0.0402516,0.0407932
0.0402519,0.0440765
0.0402522,0.0475912
0.0402525,0.0523324
0.0402529,0.0574747
0.0402532,0.0630424
0.0402536,0.0690551
0.0402539,0.075536
0.0402543,0.0825031
0.0402546,0.0899769
0.040255,0.0979701
0.0402553,0.106506
0.0402557,0.11559
0.0402561,0.127237
0.0402565,0.138283
0.0402569,0.149986
0.0402573,0.162347
0.0402578,0.182118
0.0402584,0.203333
0.040259,0.225925
0.0402597,0.255979
0.0402604,0.287793
0.0402612,0.327829
0.0402637,0.446798
0.0402647,0.494287
0.0402655,0.530877
0.0402662,0.558193
0.0402668,0.579563
0.0402675,0.600089
0.0402681,0.614199
0.0402687,0.627096
0.0402694,0.635759
0.0402701,0.639381
0.0402703,0.639611
0.040271,0.637079
0.0402716,0.630821
0.0402721,0.622447
0.0402728,0.606949
0.0402734,0.590196
0.0402742,0.563796
0.0402749,0.535794
0.0402758,0.500635
0.0402767,0.454602
0.0402796,0.317558
0.0402803,0.281211
0.040281,0.250759
0.0402817,0.22296
0.0402822,0.203273
0.0402827,0.184636
0.0402832,0.167106
0.0402835,0.156045
0.0402839,0.142559
0.0402843,0.12991
0.0402848,0.118086
0.0402852,0.107079
0.0402856,0.0968631
0.0402859,0.0897096
0.0402863,0.0829804
0.0402866,0.0766606
0.0402869,0.0707401
0.0402872,0.064604
0.0402876,0.0589222
0.0402879,0.05367
0.0402883,0.0488275
0.0402887,0.0443707
0.040289,0.0402791
0.0402894,0.0365298
0.0402896,0.0342105
0.0402898,0.0320277
0.0402901,0.0299751
0.0402903,0.0280469
0.0402905,0.0262372
0.0402908,0.0242131
0.0402911,0.0225669
0.0402913,0.0210318
0.0402916,0.0195997
0.0402918,0.0182666
0.0402921,0.0170258
0.0402923,0.0158721
0.0402926,0.0147998
0.0402928,0.0138046
0.0402931,0.0128811
0.0402933,0.0120255
0.0402936,0.0112318
0.0402938,0.0104973
0.040294,0.00981758
0.0402943,0.00918908
0.0402945,0.0086079
0.0402948,0.00807099
0.040295,0.00757498
0.0402953,0.0071173
0.0402955,0.00669455
0.0402958,0.00630471
0.0402961,0.00591217
0.0402964,0.00549356
0.0402967,0.00511617
0.040297,0.0047761
0.0402973,0.00446948
0.0402976,0.00419308
0.040298,0.00394347
0.0402983,0.00371819
0.0402986,0.00351454
0.0402989,0.00333033
0.0402992,0.00316341
0.0402996,0.00301198
0.0403,0.00283129
0.0403004,0.00267174
0.0403008,0.00253034
0.0403013,0.00240451
0.0403017,0.00229206
0.0403021,0.0021911
0.0403025,0.00210005
0.040303,0.00201315
0.0403034,0.00193044
0.0403042,0.00182047
0.0403049,0.00172426
0.0403056,0.0016391
0.0403063,0.0015629
0.040307,0.00149406
0.0403079,0.00141169
0.0403089,0.00133812
0.0403098,0.00127181
0.040311,0.00119737
0.0403121,0.00113712
0.0403131,0.00108233
0.0403145,0.00101651
0.0403159,0.000957769
0.0403174,0.000905046
0.0403188,0.000857511
0.0403202,0.000814469
0.0403216,0.000775356
0.0403234,0.000731255
0.0403251,0.000691769
0.0403269,0.000656256
0.0403287,0.000624191
0.0403305,0.000595129
0.0403322,0.000568704
0.0403349,0.000533332
0.0403368,0.000510873
0.0403388,0.000489135
0.0403418,0.000460076
0.0403448,0.000434636
0.0403478,0.000412232
0.0403508,0.000392393
0.0403535,0.000376211
0.040357,0.000357918
0.0403605,0.000341767
0.040364,0.000327433
0.0403675,0.000314654
0.0403727,0.00029793
0.0403779,0.000283632
0.0403835,0.000270525
0.0403893,0.00025892
0.040395,0.000248916
0.0404008,0.000240232
0.0404065,0.000232647
0.0404138,0.000224348
0.0404208,0.000217594
0.0404311,0.000209062
0.0404415,0.000202047
0.0404519,0.000196217
0.0404657,0.000189864
0.0404796,0.000184751
0.0404934,0.00018058
0.0405141,0.000175651
0.0405364,0.00017161
0.0405518,0.000169381
0.0405825,0.000165917
0.0406133,0.000163398
0.040644,0.000161528
0.0407055,0.000159056
0.0407863,0.000157302
0.040881,0.000156412
0.0409284,0.000156257
0.0410706,0.0001565
0.0412601,0.000157918
0.0414812,0.000160754
0.0416747,0.000164288
0.0418603,0.00016879
0.0420183,0.000173706
0.0421446,0.000178596
0.0422552,0.00018375
0.04235,0.000188983
0.0424605,0.000196282
0.0425553,0.000203794
0.0426501,0.000212814
0.0427132,0.000219857
0.0427764,0.0002279
0.0428396,0.000237141
0.0429028,0.000247822
0.0429659,0.000260257
0.0430133,0.000270989
0.0430607,0.000283105
0.0431081,0.000296945
0.0431555,0.000312738
0.0432029,0.000331002
0.0432345,0.000344743
0.0432661,0.000359965
0.0432976,0.000376886
0.0433292,0.000395598
0.0433608,0.000416729
0.0433924,0.000440511
0.043424,0.000467404
0.0434477,0.000489953
0.0434714,0.000514855
0.0434951,0.000542449
0.0435188,0.000573132
0.0435425,0.000607387
0.0435661,0.000645785
0.0435898,0.000689026
0.0436135,0.000737951
0.0436293,0.000774235
0.0436451,0.000813873
0.0436609,0.00085729
0.0436767,0.000904984
0.0436925,0.000957533
0.0437083,0.00101562
0.0437241,0.00108004
0.0437399,0.0011515
0.0437517,0.00121049
0.0437636,0.00127498
0.0437754,0.00134545
0.0437873,0.00142263
0.0437991,0.0015074
0.043811,0.00160079
0.0438228,0.00170401
0.0438347,0.00181849
0.0438465,0.00194593
0.0438584,0.00208836
0.0438702,0.00224821
0.0438781,0.00236591
0.043886,0.00249368
0.0438939,0.00263272
0.0439018,0.00278436
0.0439097,0.00295009
0.0439169,0.00311633
0.0439236,0.00328109
0.0439302,0.00345997
0.0439368,0.00365455
0.0439434,0.0038667
0.04395,0.00409857
0.0439566,0.00435266
0.0439632,0.00463191
0.043969,0.00489666
0.0439762,0.00526719
0.0439835,0.00568262
0.0439883,0.00598793
0.0439932,0.00631877
0.043998,0.00667824
0.0440028,0.00707006
0.0440072,0.00745742
0.0440131,0.00803351
0.0440171,0.00845621
0.044021,0.00891372
0.044025,0.00940997
0.0440289,0.00994941
0.0440329,0.0105372
0.0440368,0.0111793
0.0440416,0.0120314
0.0440463,0.0129857
0.0440495,0.013687
0.0440526,0.0144471
0.0440558,0.0152729
0.0440589,0.016172
0.0440621,0.0171534
0.0440649,0.0180878
0.0440676,0.0191009
0.0440704,0.0202017
0.0440732,0.0214007
0.0440759,0.0227098
0.0440787,0.0241428
0.0440815,0.0257158
0.0440842,0.0274477
0.0440864,0.0289063
0.0440885,0.0304842
0.0440906,0.0321949
0.0440927,0.0340533
0.0440949,0.036077
0.044097,0.0382855
0.0440991,0.040702
0.0441013,0.043353
0.0441038,0.0467843
0.0441054,0.049301
0.0441071,0.0520242
0.0441087,0.0549767
0.0441104,0.0581844
0.0441121,0.0616766
0.0441137,0.065487
0.0441153,0.0693437
0.0441167,0.0732068
0.0441181,0.0773928
0.0441195,0.0819367
0.0441209,0.0868779
0.0441224,0.092261
0.0441238,0.0981358
0.0441252,0.104558
0.0441265,0.110778
0.0441281,0.119756
0.0441298,0.129773
0.0441309,0.137095
0.044132,0.144984
0.0441331,0.153486
0.0441342,0.162649
0.0441357,0.176236
0.0441371,0.190434
0.0441386,0.20603
0.04414,0.223125
0.0441414,0.241801
0.0441428,0.262118
0.0441442,0.2841
0.0441457,0.307728
0.0441471,0.332918
0.044149,0.36866
0.0441518,0.425581
0.0441556,0.502267
0.0441575,0.537833
0.0441591,0.564987
0.0441607,0.588242
0.0441623,0.606678
0.0441634,0.615899
0.0441645,0.62245
0.0441656,0.626201
0.0441665,0.627131
0.0441676,0.625461
0.0441687,0.620784
0.0441694,0.61604
0.0441709,0.602856
0.0441724,0.585156
0.0441738,0.563362
0.0441753,0.538333
0.0441773,0.501278
0.0441836,0.374643
0.0441855,0.338559
0.0441869,0.31306
0.0441883,0.289095
0.0441897,0.266763
0.0441911,0.246093
0.0441926,0.227073
0.044194,0.209648
0.0441954,0.193742
0.0441965,0.182355
0.0441976,0.171779
0.0441987,0.161962
0.0441998,0.152854
0.0442009,0.144403
0.044202,0.136562
0.0442032,0.129283
0.0442043,0.122524
0.0442055,0.11538
0.0442068,0.108804
0.044208,0.102743
0.0442093,0.0971505
0.0442106,0.0919818
0.0442118,0.0871992
0.0442137,0.0806729
0.0442152,0.0762336
0.0442167,0.0717069
0.0442183,0.0675633
0.0442199,0.0637622
0.0442215,0.0602679
0.0442231,0.0570492
0.0442246,0.0540786
0.0442262,0.0513317
0.044228,0.0485049
0.0442299,0.0456457
0.0442319,0.0430304
0.0442338,0.0406323
0.0442358,0.0384282
0.0442377,0.0363979
0.0442396,0.0345237
0.0442426,0.0319721
0.0442449,0.0301392
0.0442472,0.0284596
0.0442495,0.0269165
0.0442518,0.0254958
0.0442542,0.0241847
0.0442576,0.0224
0.0442611,0.020806
0.0442639,0.019658
0.0442666,0.0186028
0.0442694,0.0176306
0.0442722,0.0167331
0.0442763,0.0155106
0.0442805,0.0144181
0.0442832,0.0137532
0.0442868,0.0129642
0.0442903,0.0122418
0.0442939,0.0115786
0.0442974,0.0109684
0.044301,0.0104057
0.0443063,0.00964034
0.0443117,0.00895738
0.0443164,0.0084102
0.0443211,0.0079124
0.0443259,0.00745828
0.0443306,0.00704302
0.0443354,0.00666231
0.0443401,0.00631229
0.0443448,0.00598949
0.0443496,0.00569107
0.0443553,0.0053597
0.044361,0.00505708
0.0443667,0.00478005
0.0443725,0.00452582
0.0443782,0.00429189
0.0443839,0.00407614
0.0443925,0.00378264
0.0443988,0.00358715
0.0444057,0.00339081
0.0444127,0.00321082
0.0444196,0.00304543
0.0444265,0.00289303
0.0444368,0.00268575
0.0444472,0.0025009
0.0444546,0.00238087
0.0444625,0.00226263
0.0444743,0.00210202
0.0444862,0.00195891
0.044498,0.00183085
0.0445099,0.0017158
0.0445217,0.00161205
0.0445336,0.00151816
0.0445454,0.00143294
0.0445573,0.00135534
0.0445691,0.00128448
0.044577,0.00124062
0.0445928,0.00116029
0.0446086,0.00108841
0.0446244,0.00102359
0.0446402,0.000965137
0.044656,0.000912244
0.0446718,0.00086423
0.0446876,0.000820511
0.0447034,0.00078059
0.0447192,0.000744039
0.0447429,0.000694738
0.0447665,0.000651152
0.0447902,0.000612433
0.0448139,0.000577878
0.0448376,0.000546914
0.0448613,0.000519057
0.044885,0.000493906
0.0449087,0.000471119
0.0449403,0.000443925
0.0449719,0.000419862
0.0450035,0.000398466
0.0450351,0.000379503
0.0450667,0.000362345
0.0450982,0.000346897
0.0451298,0.00033294
0.0451772,0.000314372
0.0452246,0.000298289
0.045272,0.000284177
0.0453194,0.000271801
0.0453667,0.000260824
0.0454299,0.000248075
0.0454931,0.000237095
0.0455563,0.00022757
0.0456195,0.000219253
0.0456826,0.000211948
0.0457616,0.000204046
0.0458406,0.000197198
0.0459354,0.000190092
0.0460301,0.000184069
0.0461565,0.000177355
0.0462828,0.00017177
0.0464408,0.000166031
0.0466303,0.000160551
0.0467962,0.000156742
0.0470173,0.000152624
0.0472621,0.000149074
0.047578,0.000145587
0.0479334,0.00014276
0.048348,0.000140438
0.048885,0.000138572
0.0494181,0.000137715
0.0496945,0.000137594
0.0502078,0.000138122
0.0505904,0.000139395
0.0508323,0.000140989
0.0509798,0.00014268
0.0510863,0.000144614
0.051154,0.000146447
0.0512196,0.000149057
0.0512699,0.000152044
0.0513035,0.000154836
0.0513356,0.000158465
0.0513586,0.000161926
0.0513817,0.000166453
0.0513994,0.000170985
0.0514171,0.000176824
0.051429,0.000181706
0.0514399,0.000187123
0.0514507,0.000193697
0.0514589,0.000199601
0.051467,0.000206563
0.0514757,0.00021539
0.0514821,0.000223147
0.0514884,0.000232204
0.0514948,0.000242871
0.0514996,0.000252169
0.0515044,0.000262821
0.0515092,0.000275108
0.051514,0.000289387
0.0515172,0.000300235
0.0515204,0.00031234
0.0515236,0.000325906
0.0515275,0.000344468
0.05153,0.000358471
0.0515326,0.000374002
0.0515351,0.000391298
0.0515377,0.000410643
0.0515402,0.000432384
0.0515428,0.000456945
0.0515449,0.000479337
0.0515473,0.000508368
0.0515497,0.00054145
