energy,sigma
0.316463,0.00135126
0.316468,0.00143304
0.316473,0.00152234
0.316478,0.00162007
0.316483,0.0017272
0.316489,0.00186565
0.316493,0.0019669
0.316497,0.00207608
0.316501,0.00219394
0.316505,0.00232126
0.316509,0.00245887
0.316513,0.00260766
0.316516,0.00275669
0.316521,0.00298177
0.316527,0.00323057
0.316532,0.00350509
0.316537,0.00380727
0.316542,0.0041385
0.316546,0.00446872
0.316551,0.00482414
0.316556,0.00520406
0.316562,0.00574512
0.31657,0.00647759
0.316583,0.00770819
0.316589,0.00828238
0.316594,0.00865063
0.316598,0.00893961
0.316602,0.009184
0.316606,0.00937669
0.31661,0.009512
0.316614,0.00958571
0.316617,0.00959932
0.316622,0.00956103
0.316626,0.00945568
0.31663,0.00928673
0.316634,0.00905969
0.316639,0.00878153
0.316643,0.00840351
0.316647,0.00810562
0.316654,0.00746319
0.31667,0.00596705
0.316677,0.00536322
0.316682,0.00493946
0.316687,0.00454408
0.316692,0.00417879
0.316697,0.00384359
0.316702,0.00353774
0.316707,0.00325971
0.316712,0.00300775
0.316717,0.00277972
0.316722,0.0025736
0.316726,0.00242697
0.31673,0.0022914
0.316734,0.00216594
0.316738,0.0020498
0.316742,0.00194215
0.316748,0.00179512
0.316754,0.00166353
0.316759,0.0015615
0.316764,0.00146836
0.316769,0.00138314
0.316774,0.00130505
0.316779,0.00123332
0.316784,0.00116733
0.316789,0.00110651
0.316795,0.00105036
0.3168,0.000991501
0.316806,0.000937535
0.316812,0.000887939
0.316818,0.000842278
0.316823,0.00080014
0.316832,0.000742816
0.316841,0.000691667
0.316848,0.000652052
0.316856,0.0006159
0.316863,0.000582816
0.316871,0.000552472
0.316878,0.000524569
0.316885,0.000498868
0.316897,0.000463961
0.316906,0.000438355
0.316916,0.000410948
0.316927,0.000386251
0.316938,0.000363915
0.316949,0.000343648
0.316959,0.000325204
0.31697,0.000308376
0.316981,0.00029298
0.316993,0.000276764
0.317008,0.000260161
0.317022,0.000245226
0.317036,0.00023174
0.31705,0.000219521
0.317064,0.000208415
0.317078,0.000198289
0.317092,0.000189031
0.31711,0.000178532
0.31712,0.000172744
0.317141,0.000162185
0.317163,0.000152812
0.317184,0.000144433
0.317205,0.000136902
0.317226,0.000130115
0.317247,0.000123977
0.317268,0.000118405
0.317299,0.000111197
0.31733,0.000104869
0.31736,9.93E-05
0.317391,9.43E-05
0.317422,8.99E-05
0.317453,8.58E-05
0.317495,8.10E-05
0.317538,7.67E-05
0.31758,7.30E-05
0.317626,6.94E-05
0.317675,6.60E-05
0.317725,6.31E-05
0.317774,6.04E-05
0.317841,5.72E-05
0.317904,5.46E-05
0.317968,5.24E-05
0.318053,4.97E-05
0.318137,4.74E-05
0.318222,4.54E-05
0.318306,4.36E-05
0.318419,4.16E-05
0.318532,3.98E-05
0.318645,3.82E-05
0.318758,3.68E-05
0.318871,3.56E-05
0.31904,3.40E-05
0.319209,3.25E-05
0.319378,3.13E-05
0.319548,3.02E-05
0.319773,2.89E-05
0.319999,2.78E-05
0.320225,2.69E-05
0.32045,2.60E-05
0.320676,2.52E-05
0.321014,2.43E-05
0.321353,2.34E-05
0.321578,2.30E-05
0.321952,2.23E-05
0.322349,2.18E-05
0.322746,2.13E-05
0.323225,2.10E-05
0.323705,2.08E-05
0.324184,2.07E-05
0.324723,2.09E-05
0.325142,2.11E-05
0.325501,2.15E-05
0.32586,2.19E-05
0.32622,2.25E-05
0.326579,2.32E-05
0.326818,2.38E-05
0.327058,2.45E-05
0.327298,2.52E-05
0.327537,2.61E-05
0.327777,2.71E-05
0.328016,2.82E-05
0.328256,2.95E-05
0.328495,3.10E-05
0.328735,3.28E-05
0.328914,3.42E-05
0.329094,3.59E-05
0.329274,3.78E-05
0.329453,3.99E-05
0.329633,4.23E-05
0.329753,4.40E-05
0.329873,4.60E-05
0.329992,4.81E-05
0.330112,5.05E-05
0.330232,5.31E-05
0.330352,5.59E-05
0.330412,5.75E-05
0.330531,6.08E-05
0.330651,6.46E-05
0.330786,6.94E-05
0.330876,7.30E-05
0.330965,7.70E-05
0.331055,8.13E-05
0.331145,8.62E-05
0.331235,9.16E-05
0.331325,9.76E-05
0.331392,0.000102586
0.33146,0.000108061
0.331527,0.000114077
0.331594,0.000120708
0.331662,0.000128047
0.331729,0.000136201
0.331792,0.000144667
0.331855,0.000154093
0.331918,0.000164652
0.331981,0.000176515
0.332043,0.000189895
0.332085,0.000199854
0.332127,0.000210785
0.332169,0.000222745
0.332211,0.0002359
0.332253,0.000250369
0.332295,0.000266516
0.332337,0.000284552
0.332368,0.000299499
0.3324,0.00031584
0.332431,0.000333767
0.332463,0.000353503
0.332494,0.000375314
0.332525,0.000399521
0.332557,0.000426507
0.332587,0.000455219
0.332616,0.000486514
0.332645,0.000521593
0.332674,0.000561102
0.332694,0.000590354
0.332713,0.000622293
0.332731,0.000654451
0.332756,0.000703447
0.332772,0.000739583
0.332789,0.00077887
0.332805,0.000821752
0.332822,0.000868699
0.332838,0.000920175
0.332855,0.000976737
0.332873,0.00104518
0.332891,0.00112181
0.332909,0.00120799
0.332921,0.00127151
0.332933,0.00134052
0.332945,0.00141566
0.332956,0.00149339
0.332967,0.00157339
0.332978,0.00166028
0.332988,0.00175483
0.332999,0.00185793
0.33301,0.00197058
0.333021,0.00209393
0.333032,0.00222925
0.333041,0.00236078
0.333054,0.00255147
0.333062,0.00269132
0.33307,0.00284244
0.333079,0.00300596
0.333087,0.00318297
0.333096,0.00337473
0.333104,0.00358253
0.333115,0.00387557
0.333126,0.00420038
0.333136,0.00455994
0.333147,0.00495691
0.333158,0.00539338
0.333169,0.00587028
0.333179,0.00638682
0.33319,0.00693946
0.333208,0.00791997
0.333231,0.00919042
0.333243,0.00980751
0.333252,0.0101709
0.33326,0.0104816
0.333268,0.0107281
0.333276,0.0109005
0.333284,0.0109919
0.333289,0.0110061
0.333295,0.0109826
0.333301,0.0109094
0.333309,0.010738
0.333318,0.0104898
0.333326,0.0101682
0.333335,0.0097827
0.333348,0.00912837
0.333383,0.00725104
0.333395,0.0066062
0.333407,0.0060405
0.333419,0.00552376
0.333427,0.00520724
0.333435,0.00491274
0.333443,0.00463956
0.333451,0.00438669
0.33346,0.004138
0.333469,0.00389597
0.333478,0.00367515
0.333487,0.00347381
0.333496,0.00329024
0.333505,0.00312288
0.333514,0.00297025
0.333524,0.00283101
0.333535,0.00267814
0.333548,0.00251854
0.33356,0.00237816
0.333573,0.00225456
0.333586,0.00214563
0.333599,0.00204956
0.333612,0.0019648
0.333625,0.00189001
0.333642,0.00180882
0.333656,0.00174597
0.333671,0.00169163
0.33369,0.0016306
0.33371,0.00158063
0.333729,0.00153997
0.333749,0.00150732
0.333768,0.00148154
0.333796,0.00145458
0.333821,0.00143821
0.333855,0.0014254
0.333905,0.00141908
0.334011,0.00141594
0.334057,0.00140591
0.334092,0.00139102
0.334127,0.00136869
0.334171,0.00133119
0.334213,0.00128606
0.334254,0.00123311
0.334317,0.00114469
0.334427,0.000980206
0.334493,0.000887588
0.334535,0.000834098
0.334576,0.000784772
0.334618,0.000739824
0.334659,0.000699303
0.334701,0.000663137
0.334742,0.000631193
0.334784,0.000603294
0.334825,0.000579259
0.334867,0.000558911
0.334908,0.000542095
0.33495,0.000528685
0.334991,0.000518588
0.33503,0.000512081
0.335069,0.000508356
0.335095,0.000507435
0.335139,0.000509036
0.335184,0.000514578
0.335217,0.000521524
0.33525,0.000530932
0.335273,0.000538631
0.335312,0.00055535
0.335352,0.000576251
0.335381,0.000594908
0.335411,0.000616324
0.33544,0.000640703
0.33547,0.00066826
0.3355,0.000699216
0.335529,0.000733786
0.335559,0.000772169
0.335589,0.000814523
0.335624,0.000870722
0.33566,0.000932725
0.335683,0.000977134
0.335731,0.00107253
0.33582,0.00126025
0.335861,0.00134221
0.335892,0.00139595
0.335923,0.00143998
0.335951,0.00146826
0.335972,0.00148169
0.335992,0.001488
0.335999,0.00148845
0.336025,0.00148288
0.336051,0.00146612
0.336076,0.00143885
0.336102,0.00140213
0.336136,0.00134137
0.33617,0.00127097
0.336238,0.00111599
0.336303,0.000967262
0.336343,0.000883065
0.336382,0.000805179
0.336412,0.000751246
0.336442,0.000701208
0.336471,0.000654974
0.336501,0.00061239
0.336531,0.000573242
0.33656,0.000537299
0.33659,0.000504315
0.336619,0.00047405
0.336649,0.00044627
0.336679,0.000420758
0.336708,0.000397305
0.336738,0.000375725
0.336777,0.000349566
0.336817,0.000326063
0.336856,0.000304894
0.336896,0.00028578
0.336935,0.000268476
0.336975,0.00025277
0.337014,0.000238479
0.337054,0.000225442
0.337093,0.00021352
0.337133,0.000202593
0.337172,0.000192553
0.337231,0.000178958
0.337279,0.000169191
0.337326,0.000160288
0.337374,0.0001522
0.337442,0.000141665
0.337504,0.000133073
0.337566,0.000125306
0.337628,0.000118333
0.337691,0.000112011
0.337753,0.000106239
0.337828,9.99E-05
0.337904,9.42E-05
0.337954,9.07E-05
0.338043,8.51E-05
0.338132,8.01E-05
0.338211,7.61E-05
0.33829,7.24E-05
0.338369,6.91E-05
0.338448,6.60E-05
0.338566,6.18E-05
0.338685,5.81E-05
0.338803,5.48E-05
0.338922,5.19E-05
0.33904,4.92E-05
0.339159,4.68E-05
0.339297,4.43E-05
0.339475,4.14E-05
0.339633,3.92E-05
0.339791,3.72E-05
0.339949,3.54E-05
0.340107,3.38E-05
0.340265,3.23E-05
0.340423,3.10E-05
0.34065,2.93E-05
0.340857,2.79E-05
0.341064,2.67E-05
0.341282,2.56E-05
0.34143,2.49E-05
0.341726,2.36E-05
0.342022,2.25E-05
0.342318,2.15E-05
0.342615,2.07E-05
0.342911,2.00E-05
0.343108,1.95E-05
0.343503,1.88E-05
0.343898,1.81E-05
0.344293,1.76E-05
0.344688,1.71E-05
0.345083,1.67E-05
0.345478,1.64E-05
0.345873,1.61E-05
0.346465,1.58E-05
0.347058,1.57E-05
0.347678,1.56E-05
0.347869,1.56E-05
0.348585,1.56E-05
0.349015,1.57E-05
0.349589,1.60E-05
0.349971,1.62E-05
0.350353,1.65E-05
0.350735,1.68E-05
0.351117,1.72E-05
0.351499,1.77E-05
0.351882,1.83E-05
0.352264,1.90E-05
0.352551,1.96E-05
0.352837,2.03E-05
0.353124,2.12E-05
0.35341,2.22E-05
0.353678,2.33E-05
0.353879,2.42E-05
0.354098,2.54E-05
0.354251,2.63E-05
0.354404,2.73E-05
0.354557,2.85E-05
0.35471,2.98E-05
0.354863,3.12E-05
0.355016,3.28E-05
0.355168,3.47E-05
0.355283,3.62E-05
0.355398,3.80E-05
0.355512,3.99E-05
0.355627,4.21E-05
0.355742,4.45E-05
0.355856,4.72E-05
0.355942,4.95E-05
0.356028,5.21E-05
0.356114,5.49E-05
0.3562,5.81E-05
0.356286,6.16E-05
0.356358,6.48E-05
0.356423,6.80E-05
0.356487,7.15E-05
0.35656,7.59E-05
0.356633,8.08E-05
0.356702,8.60E-05
0.356762,9.10E-05
0.356822,9.66E-05
0.356883,0.000102812
0.356943,0.000109715
0.357003,0.000117428
0.357049,0.000123959
0.357095,0.000131117
0.357141,0.000138984
0.357186,0.000147652
0.357232,0.000157233
0.357278,0.000167852
0.357324,0.00017966
0.35737,0.000192832
0.357404,0.00020373
0.357439,0.000215612
0.357473,0.000228592
0.357507,0.000242799
0.357542,0.000258382
0.357574,0.000274513
0.357606,0.000291636
0.357637,0.000310368
0.357669,0.000330889
0.3577,0.000353361
0.357731,0.000377249
0.35776,0.000401786
0.357788,0.000428576
0.357817,0.000457825
0.357846,0.000489762
0.357874,0.000524621
0.357903,0.000562646
0.357932,0.000604055
0.35796,0.000649049
0.357989,0.000697769
0.358018,0.000750278
0.358047,0.00080748
0.358086,0.000889954
0.358145,0.00102247
0.358205,0.00116068
0.358238,0.00122864
0.35827,0.00128876
0.358291,0.00132263
0.358313,0.00135017
0.358334,0.00137054
0.358356,0.00138308
0.358379,0.00138735
0.358397,0.00138373
0.358416,0.00137389
0.358441,0.0013516
0.358466,0.0013198
0.358489,0.00128238
0.358522,0.00122004
0.358566,0.00112552
0.358654,0.000927093
0.358688,0.000853563
0.358723,0.000784623
0.358757,0.000720919
0.358792,0.000662678
0.358826,0.000609834
0.35886,0.000562144
0.358895,0.000519261
0.358929,0.000480792
0.358964,0.000446328
0.358998,0.000415477
0.359032,0.000387866
0.359067,0.000363156
0.359101,0.000341038
0.359136,0.00032124
0.35917,0.000303516
0.359204,0.000287656
0.359239,0.000273469
0.359273,0.000260795
0.359307,0.000249492
0.359342,0.000239438
0.359376,0.000230529
0.359411,0.000222675
0.359457,0.00021372
0.359502,0.000206368
0.359548,0.000200516
0.359588,0.00019657
0.359623,0.000194037
0.359657,0.000192282
0.359692,0.000191317
0.359709,0.000191152
0.359751,0.000191581
0.359793,0.000193253
0.359835,0.000196358
0.359866,0.000199707
0.359898,0.000204002
0.35993,0.000209305
0.359961,0.00021584
0.359993,0.000223728
0.360024,0.000233119
0.360056,0.000244279
0.360077,0.000252929
0.360098,0.000262646
0.360119,0.000273533
0.36014,0.000285738
0.360162,0.000299437
0.360183,0.00031484
0.360204,0.000332219
0.360222,0.000349267
0.360238,0.00036541
0.360254,0.000383161
0.36027,0.000402745
0.360286,0.000424417
0.360302,0.000448443
0.360317,0.000475123
0.360333,0.000504831
0.360347,0.000532806
0.360363,0.00057133
0.360374,0.000599775
0.360386,0.000630724
0.360397,0.000664477
0.360408,0.000701359
0.360419,0.00074175
0.36043,0.000786072
0.360443,0.000845171
0.360452,0.000888609
0.360461,0.000935678
0.36047,0.000986773
0.360479,0.00104234
0.360488,0.00110287
0.360496,0.00116893
0.360505,0.00123699
0.360513,0.00130664
0.360521,0.00138228
0.360528,0.00146456
0.360536,0.00155421
0.360544,0.00165201
0.360552,0.00175887
0.36056,0.00187578
0.360567,0.00198717
0.360576,0.00214421
0.360585,0.00231854
0.360594,0.00251212
0.360602,0.00272709
0.360611,0.00296552
0.36062,0.00322958
0.360629,0.00352092
0.360638,0.00384081
0.360647,0.00418951
0.360656,0.00456598
0.360665,0.0049786
0.36068,0.00571639
0.360696,0.00645836
0.360705,0.00687341
0.360712,0.00715623
0.36072,0.00742856
0.360725,0.00759557
0.360731,0.00772553
0.360737,0.00781477
0.360742,0.0078573
0.360745,0.00786658
0.360751,0.00784863
0.360757,0.00778516
0.360763,0.00767813
0.360769,0.00753073
0.360775,0.00734714
0.360784,0.0070151
0.360793,0.00663182
0.360808,0.00592956
0.360825,0.00507285
0.360834,0.00466567
0.360843,0.00428192
0.360852,0.0039253
0.360861,0.00359731
0.36087,0.00329806
0.360878,0.00302649
0.360887,0.00278101
0.360896,0.00255952
0.360905,0.00235999
0.360914,0.00218027
0.360923,0.00201834
0.360932,0.00187229
0.360938,0.00177572
0.360945,0.00167929
0.360952,0.00159006
0.360959,0.00150741
0.360969,0.00139451
0.36098,0.0012934
0.36099,0.00120263
0.360999,0.00113206
0.361008,0.00106744
0.361017,0.00100815
0.361025,0.000953648
0.361034,0.000903447
0.361043,0.000857132
0.361056,0.000794121
0.361066,0.0007529
0.361076,0.000712064
0.361087,0.000674543
0.361097,0.000639996
0.361107,0.000608127
0.361123,0.000564784
0.361139,0.000526117
0.36115,0.000499385
0.361164,0.000471785
0.361177,0.000446517
0.36119,0.000423335
0.361204,0.000402029
0.361217,0.000382412
0.361237,0.000355791
0.36125,0.000339698
0.361267,0.000320549
0.361285,0.000303109
0.361302,0.000287181
0.361319,0.000272602
0.361336,0.000259226
0.361362,0.000241142
0.361388,0.000225115
0.36141,0.000212781
0.361433,0.000201578
0.361455,0.000191369
0.361477,0.000182039
0.361499,0.00017349
0.361532,0.000161945
0.361566,0.000151724
0.361603,0.000141681
0.36164,0.000132834
0.361677,0.000124986
0.361714,0.000117953
0.361751,0.000111646
0.361786,0.00010615
0.361833,9.97E-05
0.36188,9.40E-05
0.361927,8.90E-05
0.361973,8.45E-05
0.362018,8.06E-05
0.362063,7.71E-05
0.36213,7.24E-05
0.362199,6.82E-05
0.362269,6.46E-05
0.36234,6.13E-05
0.362414,5.82E-05
0.362487,5.56E-05
0.362561,5.32E-05
0.362611,5.18E-05
0.362709,4.93E-05
0.362808,4.70E-05
0.362907,4.51E-05
0.363005,4.34E-05
0.363104,4.20E-05
0.363202,4.07E-05
0.36335,3.90E-05
0.363498,3.76E-05
0.363646,3.65E-05
0.363794,3.55E-05
0.363892,3.50E-05
0.36409,3.41E-05
0.364287,3.34E-05
0.364484,3.29E-05
0.364681,3.26E-05
0.364928,3.25E-05
0.3651,3.26E-05
0.365273,3.27E-05
0.36547,3.31E-05
0.365659,3.36E-05
0.365849,3.44E-05
0.366038,3.54E-05
0.366186,3.64E-05
0.366334,3.76E-05
0.366432,3.86E-05
0.366531,3.97E-05
0.366629,4.10E-05
0.366728,4.26E-05
0.366827,4.45E-05
0.3669,4.61E-05
0.366974,4.80E-05
0.367048,5.02E-05
0.367122,5.28E-05
0.367171,5.48E-05
0.367221,5.70E-05
0.36727,5.95E-05
0.367319,6.23E-05
0.367368,6.56E-05
0.367418,6.93E-05
0.367461,7.31E-05
0.367504,7.74E-05
0.367536,8.10E-05
0.367569,8.51E-05
0.367601,8.96E-05
0.367633,9.48E-05
0.367666,0.00010059
0.367698,0.000107226
0.36772,0.000112176
0.367741,0.000117613
0.367763,0.000123601
0.36779,0.000132242
0.367809,0.000138682
0.367827,0.000145751
0.367846,0.00015353
0.367864,0.000162113
0.367883,0.000171611
0.367901,0.000182155
0.367917,0.00019186
0.367935,0.000204791
0.367954,0.000219351
0.367966,0.000230098
0.367978,0.000241787
0.367991,0.000254531
0.368003,0.000268459
0.368015,0.000282928
0.368026,0.000297885
0.368037,0.000314208
0.368048,0.000332069
0.368059,0.000351666
0.36807,0.000373232
0.368081,0.000397039
0.368092,0.000423407
0.368102,0.000448029
0.368113,0.00048159
0.368121,0.00050625
0.368129,0.000532971
0.368136,0.000561998
0.368144,0.000593595
0.368152,0.000628084
0.368159,0.000665821
0.368169,0.000717601
0.368175,0.000755689
0.368181,0.000797005
0.368188,0.000841919
0.368194,0.000890855
0.368201,0.0009443
0.368207,0.00100282
0.368213,0.00105959
0.36822,0.00114178
0.368225,0.0012021
0.36823,0.00126736
0.368235,0.00133813
0.36824,0.001415
0.368245,0.0014987
0.368249,0.00158999
0.368254,0.00167943
0.368258,0.0017765
0.368263,0.00188207
0.368267,0.00199707
0.368272,0.00212261
0.368276,0.00225986
0.368281,0.00241022
0.368285,0.00257515
0.36829,0.00278843
0.368294,0.0029444
0.368297,0.00311257
0.3683,0.00329398
0.368304,0.00348974
0.368307,0.00370101
0.368311,0.00392896
0.368315,0.00426723
0.36832,0.00462086
0.368324,0.00500894
0.368329,0.00543371
0.368333,0.00589614
0.368338,0.00639685
0.368342,0.0069349
0.368348,0.00770599
0.368355,0.00873947
0.368369,0.0107189
0.368375,0.0115543
0.36838,0.01212
0.368384,0.0126118
0.368389,0.0130015
0.368392,0.0132281
0.368396,0.0133928
0.368399,0.013492
0.368402,0.0135234
0.368407,0.0134624
0.368411,0.0132889
0.368414,0.0131137
0.368418,0.0128379
0.368421,0.0125018
0.368427,0.0119017
0.368432,0.0112128
0.368439,0.0102083
0.368452,0.00840593
0.368457,0.00759051
0.368462,0.00701293
0.368466,0.00647
0.368471,0.00596392
0.368475,0.00549618
0.36848,0.00506634
0.368484,0.0046733
0.368488,0.00431508
0.368492,0.00407678
0.368495,0.00383809
0.368499,0.00361685
0.368502,0.00341185
0.368505,0.0032219
0.368509,0.00304584
0.368512,0.00288262
0.368516,0.00273121
0.368519,0.00258098
0.368523,0.00243322
0.368527,0.00229719
0.368531,0.0021718
0.368535,0.00205605
0.368539,0.00194904
0.368545,0.00180322
0.368549,0.00171476
0.368554,0.00161289
0.368559,0.00151978
0.368564,0.00143447
0.368569,0.00135616
0.368574,0.00128409
0.368579,0.00121767
0.368584,0.00115631
0.368588,0.00109955
0.368595,0.00102701
0.368602,0.000961568
0.368609,0.000902314
0.368616,0.000848517
0.368623,0.000799515
0.36863,0.000754774
0.368637,0.00071381
0.368644,0.00067622
0.368652,0.000635569
0.36866,0.000598638
0.368668,0.000564984
0.368676,0.000534237
0.368684,0.000506068
0.368693,0.000480207
0.368701,0.000456405
0.368709,0.000434456
0.368719,0.000408427
0.36873,0.000384855
0.368741,0.000363439
0.368751,0.000343928
0.368762,0.000326099
0.368772,0.00030977
0.368783,0.000294774
0.368794,0.000280975
0.368809,0.000262902
0.368824,0.000246757
0.368839,0.00023228
0.368855,0.000219255
0.36887,0.000207487
0.368885,0.000196812
0.368901,0.000187094
0.368916,0.000178227
0.368937,0.000167182
0.368958,0.00015738
0.368979,0.000148644
0.369001,0.000140826
0.369022,0.000133802
0.369043,0.000127471
0.369064,0.000121745
0.369085,0.000116552
0.369117,0.000109623
0.369149,0.000103576
0.369181,9.83E-05
0.369212,9.36E-05
0.369244,8.95E-05
0.369275,8.59E-05
0.369316,8.17E-05
0.369357,7.80E-05
0.369398,7.49E-05
0.369439,7.21E-05
0.369481,6.97E-05
0.369542,6.65E-05
0.369605,6.39E-05
0.369672,6.15E-05
0.369738,5.96E-05
0.369811,5.78E-05
0.369886,5.64E-05
0.369962,5.52E-05
0.370063,5.39E-05
0.370164,5.30E-05
0.370282,5.23E-05
0.3704,5.18E-05
0.370527,5.16E-05
0.370569,5.16E-05
0.370703,5.17E-05
0.370906,5.23E-05
0.371108,5.32E-05
0.37131,5.44E-05
0.371512,5.59E-05
0.371714,5.78E-05
0.371916,5.99E-05
0.372119,6.23E-05
0.372321,6.51E-05
0.372523,6.82E-05
0.372725,7.16E-05
0.372927,7.55E-05
0.373129,7.99E-05
0.373332,8.48E-05
0.373534,9.03E-05
0.373669,9.44E-05
0.373803,9.88E-05
0.373938,0.000103597
0.374073,0.00010881
0.374208,0.000114487
0.374342,0.000120675
0.374477,0.000127429
0.374612,0.000134807
0.374747,0.000142873
0.374882,0.000151695
0.375016,0.000161344
0.375151,0.000171892
0.375286,0.000183409
0.375421,0.000195958
0.375555,0.000209586
0.37569,0.00022432
0.375825,0.000240147
0.37596,0.000257006
0.376162,0.000283965
0.3766,0.000344906
0.376802,0.000371424
0.376937,0.000387545
0.377146,0.000409759
0.377543,0.000447069
0.377678,0.000461823
0.377779,0.000475283
0.37788,0.000491917
0.377953,0.000506429
0.378026,0.00052374
0.378096,0.000543878
0.378162,0.000566502
0.378229,0.000592885
0.378293,0.000623389
0.378335,0.000646362
0.378377,0.000672036
0.378419,0.000700756
0.378462,0.000732916
0.378504,0.000768966
0.378546,0.00080942
0.378588,0.000854863
0.37863,0.000905964
0.378672,0.000963471
0.378714,0.00102823
0.378746,0.00108211
0.378777,0.001141
0.378809,0.00120535
0.378841,0.00127559
0.378872,0.00135217
0.378904,0.00143541
0.378938,0.00153527
0.37898,0.00166504
0.379021,0.001807
0.379062,0.00196054
0.379131,0.00223533
0.379206,0.00254101
0.379248,0.00269348
0.379279,0.00279352
0.37931,0.00287654
0.379342,0.00293896
0.379363,0.0029658
0.379384,0.00298007
0.379395,0.00298229
0.379421,0.00297338
0.379448,0.00294451
0.379474,0.00289703
0.379501,0.00283261
0.379539,0.00271738
0.379576,0.00258204
0.379626,0.00238325
0.379723,0.00198999
0.379766,0.0018252
0.37981,0.0016729
0.379842,0.00156761
0.379875,0.00147013
0.379908,0.0013803
0.37994,0.00129781
0.379973,0.00122226
0.380006,0.00115319
0.380038,0.00109009
0.380071,0.0010325
0.380103,0.000979947
0.380136,0.000931992
0.38018,0.000874493
0.380223,0.000823556
0.380267,0.000778395
0.38031,0.000738324
0.380354,0.000702742
0.380397,0.000671131
0.380441,0.000643036
0.380484,0.000618068
0.380527,0.000595888
0.380593,0.000567061
0.380659,0.000542902
0.380726,0.000522953
0.38079,0.000507021
0.380854,0.000494318
0.380918,0.0004843
0.380982,0.000476722
0.381046,0.000471564
0.381089,0.000469008
0.381174,0.000466605
0.38126,0.000467384
0.381345,0.000471169
0.38143,0.000477851
0.381516,0.000487386
0.381601,0.000499784
0.381686,0.000515103
0.381771,0.000533446
0.381857,0.000554962
0.381942,0.000579841
0.382027,0.00060831
0.382113,0.000640637
0.382198,0.000677118
0.382283,0.000718079
0.382368,0.000763861
0.382454,0.000814804
0.382539,0.00087122
0.382624,0.000933361
0.38271,0.00100136
0.382795,0.00107518
0.38288,0.0011545
0.383008,0.0012822
0.383243,0.00152645
0.383328,0.00160984
0.383435,0.00170197
0.383499,0.00174717
0.383563,0.0017828
0.383619,0.00180514
0.383671,0.001818
0.383723,0.00182226
0.383773,0.0018182
0.383824,0.00180649
0.383874,0.00178724
0.383952,0.00174439
0.384032,0.00168516
0.384112,0.00161348
0.384208,0.00151731
0.384501,0.00120304
0.384586,0.00111599
0.384671,0.00103369
0.384757,0.000956772
0.384842,0.000885507
0.384927,0.000819895
0.385013,0.000759757
0.385098,0.00070481
0.385183,0.000654701
0.385269,0.000609057
0.385354,0.000567496
0.385439,0.000529649
0.385524,0.000495166
0.38561,0.000463721
0.385695,0.000435017
0.38578,0.000408782
0.385866,0.00038477
0.385951,0.000362762
0.386036,0.000342559
0.386122,0.000323985
0.386207,0.000306881
0.386292,0.000291107
0.386377,0.000276537
0.386463,0.000263057
0.386591,0.000244688
0.386719,0.000228213
0.386847,0.00021346
0.386974,0.000200149
0.387102,0.000188157
0.38723,0.000177277
0.387358,0.000167424
0.387486,0.000158441
0.387614,0.000150269
0.387827,0.000138181
0.387987,0.000130204
0.388126,0.000124011
0.388211,0.000120379
0.388382,0.000113805
0.38852,0.00010898
0.388659,0.000104579
0.388859,9.89E-05
0.389059,9.40E-05
0.389245,9.00E-05
0.389405,8.70E-05
0.389565,8.45E-05
0.389725,8.24E-05
0.389885,8.08E-05
0.390045,7.98E-05
0.390165,7.94E-05
0.390205,7.94E-05
0.390305,7.96E-05
0.390405,8.02E-05
0.390498,8.11E-05
0.390578,8.24E-05
0.390658,8.42E-05
0.390738,8.66E-05
0.390791,8.86E-05
0.390845,9.11E-05
0.390898,9.41E-05
0.390941,9.69E-05
0.390983,0.000100243
0.391025,0.000104137
0.391068,0.000108701
0.3911,0.000112664
0.391132,0.000117201
0.391163,0.000122396
0.391195,0.000128368
0.391227,0.00013527
0.391259,0.000143292
0.39128,0.00014938
0.391301,0.000156161
0.391323,0.00016374
0.391344,0.000172243
0.391365,0.00018182
0.391386,0.000192644
0.391402,0.000201708
0.391421,0.000213482
0.391441,0.000227788
0.391454,0.000238453
0.391467,0.000250152
0.39148,0.000263017
0.391494,0.000277205
0.391507,0.000292902
0.391519,0.000308411
0.391529,0.000323399
0.39154,0.000339755
0.39155,0.000357648
0.391561,0.000377277
0.391571,0.000398873
0.391582,0.000422711
0.391592,0.000449116
0.391602,0.000475165
0.39161,0.000500275
0.391618,0.000527697
0.391626,0.000557718
0.391635,0.000590675
0.391643,0.000626958
0.391651,0.000667026
0.391659,0.000711423
0.391666,0.000753516
0.391672,0.000791877
0.391678,0.000833465
0.391684,0.00087865
0.39169,0.000927858
0.391696,0.000981578
0.391702,0.00104037
0.391708,0.00110488
0.391713,0.00116925
0.391718,0.00123247
0.391723,0.00130117
0.391728,0.00137598
0.391733,0.00145763
0.391737,0.00154699
0.391742,0.001645
0.391747,0.0017528
0.391751,0.00185819
0.391755,0.00195882
0.391759,0.00206787
0.391763,0.00218622
0.391767,0.00231493
0.39177,0.00245514
0.391774,0.00260814
0.391778,0.00277535
0.391782,0.0029478
0.391785,0.00312438
0.391788,0.00331616
0.391792,0.00352462
0.391795,0.00375137
0.391798,0.00399809
0.391802,0.00426653
0.391805,0.0045585
0.391808,0.00483476
0.391812,0.0052204
0.391816,0.00564261
0.39182,0.00610325
0.391823,0.00660399
0.391827,0.00714534
0.391831,0.00772765
0.391835,0.00834882
