energy,sigma
0.150027,0.0156101
0.150031,0.0170032
0.150035,0.0185148
0.150039,0.0201409
0.150044,0.0224653
0.150059,0.0292455
0.150064,0.0311958
0.150068,0.0329193
0.150071,0.0338946
0.150074,0.0347001
0.150078,0.0353121
0.150081,0.0357128
0.150084,0.0358955
0.150084,0.035898
0.150088,0.0357809
0.150091,0.035416
0.150094,0.0348155
0.150097,0.0339994
0.1501,0.0329934
0.150104,0.0315651
0.150107,0.0304171
0.150113,0.027934
0.150124,0.0227749
0.150129,0.0204331
0.150134,0.0187904
0.150138,0.0172609
0.150142,0.0158498
0.150146,0.0145583
0.15015,0.0133814
0.150154,0.0123141
0.150158,0.0113484
0.150162,0.0104759
0.150166,0.00968785
0.150169,0.0091667
0.150172,0.00864652
0.150175,0.00816561
0.150178,0.00772071
0.150182,0.00730872
0.150185,0.00692685
0.150189,0.0064051
0.150193,0.00608796
0.150196,0.0057523
0.1502,0.00544288
0.150203,0.00515711
0.150207,0.00489289
0.150212,0.00453246
0.150218,0.00421025
0.150221,0.00401417
0.150226,0.00378777
0.15023,0.00358024
0.150235,0.00338958
0.150239,0.00321414
0.150244,0.00305234
0.150251,0.00283248
0.150258,0.00263668
0.150264,0.00247407
0.15027,0.00232709
0.150276,0.00219385
0.150283,0.00207276
0.150289,0.00196246
0.150295,0.00186184
0.150301,0.00176988
0.15031,0.00165633
0.150317,0.00157355
0.150324,0.00149831
0.150331,0.00142984
0.15034,0.00134795
0.150349,0.00127562
0.150359,0.00121181
0.150368,0.00115566
0.150377,0.00110643
0.150387,0.00106355
0.150396,0.00102655
0.150405,0.000995087
0.150414,0.000968898
0.150424,0.000947832
0.150433,0.000931831
0.150442,0.000920945
0.150452,0.000915346
0.150456,0.00091462
0.150467,0.000918445
0.150474,0.000925521
0.150481,0.000936567
0.150488,0.000951992
0.150495,0.000972332
0.150502,0.000998259
0.150509,0.00103061
0.150515,0.00106495
0.150521,0.0010995
0.150526,0.00113949
0.150531,0.00118572
0.150536,0.00123916
0.150542,0.001301
0.150546,0.00135375
0.15055,0.00141276
0.150553,0.00147895
0.150557,0.00153764
0.15056,0.00161346
0.150564,0.00169841
0.150568,0.00179392
0.150571,0.00190171
0.150575,0.0020239
0.150578,0.00212653
0.150581,0.00224001
0.150583,0.00236596
0.150586,0.00247682
0.150588,0.00261917
0.150591,0.00277767
0.150593,0.00295494
0.150596,0.00315423
0.150598,0.00332057
0.1506,0.00350346
0.150602,0.00370571
0.150603,0.00392998
0.150605,0.00409352
0.150606,0.00433835
0.150608,0.00461082
0.15061,0.00491589
0.150611,0.00516949
0.150613,0.00544746
0.150614,0.0057534
0.150615,0.00609077
0.150617,0.00646505
0.150618,0.00688066
0.150619,0.00731808
0.15062,0.00774623
0.150621,0.0082179
0.150622,0.00873778
0.150624,0.00931235
0.150625,0.00994716
0.150626,0.0106519
0.150627,0.0114321
0.150628,0.0122978
0.150629,0.0132576
0.15063,0.0143231
0.150631,0.0152876
0.150632,0.0165485
0.150633,0.0175802
0.150634,0.0186901
0.150635,0.0203017
0.150636,0.0220768
0.150637,0.0240238
0.150638,0.0261568
0.150639,0.0284839
0.15064,0.0304873
0.150641,0.0326239
0.150642,0.0349013
0.150643,0.0373188
0.150644,0.0412235
0.150645,0.0454545
0.150646,0.0496666
0.150647,0.0534156
0.150649,0.0587042
0.15065,0.0643033
0.150652,0.0728291
0.150654,0.0837911
0.150659,0.105235
0.150661,0.116336
0.150663,0.122731
0.150665,0.128471
0.150666,0.133408
0.150668,0.137563
0.150669,0.139945
0.15067,0.141563
0.150672,0.142739
0.150672,0.142943
0.150674,0.142452
0.150675,0.140957
0.150677,0.138935
0.150678,0.136258
0.150679,0.131843
0.150681,0.12662
0.150683,0.120642
0.150684,0.114057
0.150687,0.102151
0.150692,0.0785211
0.150693,0.070725
0.150695,0.062185
0.150697,0.0568243
0.150698,0.0517701
0.150699,0.0471876
0.150701,0.042922
0.150702,0.0389705
0.150703,0.035335
0.150704,0.0330811
0.150705,0.0309635
0.150706,0.0285635
0.150707,0.0263499
0.150708,0.0243109
0.150709,0.0224403
0.15071,0.0207241
0.150711,0.0191563
0.150712,0.0177245
0.150713,0.0164207
0.150714,0.0152765
0.150715,0.0142336
0.150716,0.0132816
0.150717,0.0124139
0.150718,0.011622
0.150719,0.0109001
0.15072,0.010241
0.150721,0.00964014
0.150722,0.00909015
0.150723,0.00858791
0.150724,0.00809112
0.150725,0.00757296
0.150726,0.00710658
0.150727,0.00668619
0.150729,0.00630585
0.15073,0.00596122
0.150731,0.00564701
0.150732,0.00536059
0.150734,0.00501579
0.150736,0.0047077
0.150737,0.00439826
0.150739,0.00416613
0.150741,0.00395452
0.150743,0.0036995
0.150745,0.00347144
0.150747,0.00326616
0.150749,0.0030807
0.150751,0.00291229
0.150753,0.00275886
0.150756,0.00257468
0.150758,0.00241025
0.150761,0.00226263
0.150764,0.00212957
0.150766,0.00200904
0.150769,0.00189954
0.150772,0.00179968
0.150775,0.00170835
0.150778,0.00159946
0.150782,0.0015018
0.150785,0.0014138
0.150789,0.00133421
0.150792,0.00126192
0.150796,0.00119608
0.1508,0.00113589
0.150803,0.00108074
0.150808,0.00101222
0.150813,0.000950904
0.150818,0.000895773
0.150823,0.000846014
0.150828,0.000800908
0.150833,0.000759889
0.150837,0.000722443
0.150842,0.000688158
0.150849,0.000646724
0.150855,0.000609558
0.150862,0.000576066
0.150869,0.000545772
0.150875,0.000518256
0.150882,0.000493185
0.150888,0.000470259
0.150895,0.000449233
0.150903,0.000425289
0.150911,0.000403625
0.150919,0.000383943
0.150927,0.000365998
0.15094,0.000341884
0.150952,0.000320646
0.15096,0.000307852
0.150973,0.000289303
0.150986,0.000272774
0.150999,0.000257966
0.151012,0.000244641
0.151025,0.000232594
0.151039,0.000221656
0.151052,0.000211683
0.151071,0.000198276
0.151091,0.000186447
0.15111,0.000175937
0.15113,0.00016654
0.15115,0.000158097
0.151169,0.000150491
0.151196,0.000141344
0.151222,0.000133225
0.151248,0.00012602
0.151274,0.000119549
0.151303,0.000113143
0.151333,0.0001074
0.151362,0.000102223
0.151391,9.75E-05
0.15142,9.33E-05
0.151463,8.76E-05
0.151507,8.26E-05
0.151556,7.76E-05
0.151604,7.32E-05
0.151637,7.06E-05
0.151693,6.66E-05
0.151749,6.30E-05
0.151805,5.99E-05
0.151861,5.70E-05
0.151917,5.45E-05
0.151972,5.23E-05
0.152047,4.96E-05
0.152121,4.72E-05
0.152196,4.52E-05
0.152271,4.33E-05
0.152345,4.16E-05
0.15242,4.02E-05
0.152532,3.82E-05
0.152643,3.66E-05
0.152755,3.51E-05
0.152867,3.39E-05
0.152979,3.28E-05
0.153091,3.19E-05
0.15324,3.08E-05
0.153389,3.00E-05
0.153538,2.93E-05
0.153687,2.88E-05
0.153836,2.83E-05
0.153985,2.81E-05
0.154181,2.79E-05
0.154227,2.79E-05
0.154432,2.80E-05
0.154581,2.83E-05
0.154731,2.87E-05
0.15488,2.93E-05
0.155029,3.01E-05
0.155141,3.09E-05
0.155252,3.18E-05
0.155364,3.29E-05
0.155476,3.42E-05
0.155551,3.53E-05
0.155625,3.65E-05
0.1557,3.78E-05
0.155774,3.94E-05
0.155849,4.12E-05
0.155923,4.32E-05
0.156007,4.58E-05
0.156063,4.79E-05
0.156119,5.02E-05
0.156175,5.27E-05
0.156231,5.57E-05
0.156287,5.90E-05
0.156329,6.18E-05
0.156371,6.49E-05
0.156413,6.83E-05
0.156454,7.21E-05
0.156496,7.64E-05
0.156538,8.13E-05
0.15658,8.68E-05
0.15662,9.27E-05
0.156659,9.93E-05
0.156686,0.000104125
0.156713,0.000109857
0.156743,0.000116616
0.156773,0.000124147
0.156803,0.000132563
0.156831,0.00014135
0.156857,0.000150535
0.156883,0.000160794
0.156909,0.000172286
0.156929,0.000181837
0.156948,0.000192297
0.156968,0.000203786
0.156987,0.000216442
0.157007,0.000230429
0.157027,0.000245936
0.157046,0.000263194
0.157066,0.000282472
0.157085,0.000304095
0.157098,0.000320005
0.157111,0.000337267
0.157124,0.000356037
0.157137,0.000375201
0.157148,0.00039462
0.15716,0.000415633
0.157171,0.000438409
0.157183,0.000463164
0.157194,0.000490164
0.157205,0.000519692
0.157217,0.000552059
0.157227,0.000583701
0.157241,0.000629961
0.15725,0.000663926
0.157259,0.000700707
0.157268,0.000740659
0.157277,0.000784163
0.157286,0.000831653
0.157295,0.000883599
0.157302,0.000930194
0.15731,0.000980542
0.157317,0.00103505
0.157325,0.00109417
0.157332,0.00115842
0.15734,0.00122838
0.157347,0.00130472
0.157355,0.00138819
0.157364,0.00149905
0.157369,0.00158021
0.157375,0.00166787
0.157381,0.00176269
0.157387,0.00186541
0.157393,0.00197686
0.157399,0.00209798
0.157405,0.00222123
0.15741,0.00234559
0.157415,0.00247983
0.157421,0.00262488
0.157426,0.00278177
0.157431,0.00295163
0.157436,0.00313564
0.157441,0.00333512
0.157446,0.00353542
0.157453,0.00383893
0.15746,0.00417578
0.157466,0.00454911
0.157473,0.00496197
0.15748,0.00541667
0.157485,0.00580044
0.15749,0.00621045
0.157498,0.00687284
0.157506,0.00758474
0.157527,0.0095686
0.157534,0.0102471
0.157539,0.0106531
0.157544,0.0110069
0.157549,0.0112963
0.157555,0.0115101
0.15756,0.0116399
0.157565,0.0116806
0.157569,0.0116483
0.157573,0.0115563
0.157577,0.011407
0.157581,0.0112045
0.157587,0.0108128
0.157593,0.0103348
0.157598,0.00997995
0.157607,0.00911406
0.157623,0.00754938
0.15763,0.00691375
0.157637,0.00632482
0.157644,0.00579376
0.157651,0.00530602
0.157657,0.00486148
0.157664,0.00445832
0.157671,0.00409405
0.157677,0.00376539
0.157684,0.00346934
0.157691,0.00320262
0.157697,0.00296227
0.157704,0.00274542
0.157709,0.002602
0.157714,0.00245876
0.157719,0.00232618
0.157725,0.00220334
0.157733,0.0020355
0.15774,0.00188515
0.157748,0.00175015
0.157755,0.00164515
0.157762,0.001549
0.157768,0.00146076
0.157775,0.00137964
0.157782,0.00130492
0.157788,0.00123598
0.157795,0.00117226
0.157802,0.00111326
0.157809,0.00105125
0.157817,0.00099423
0.157825,0.000941684
0.157832,0.00089318
0.157844,0.000827142
0.157855,0.000768203
0.157863,0.000732376
0.157873,0.000689874
0.157883,0.000650981
0.157892,0.000615279
0.157902,0.00058245
0.157912,0.000552213
0.157922,0.000524325
0.157937,0.000486399
0.157948,0.000460619
0.15796,0.000434329
0.157972,0.000410274
0.157985,0.000388207
0.157997,0.00036793
0.15801,0.00034926
0.158028,0.000323922
0.15804,0.000308602
0.158055,0.000291579
0.15807,0.000276004
0.158085,0.000261716
0.1581,0.000248579
0.158122,0.000230773
0.158145,0.000214949
0.158167,0.000200824
0.158189,0.000188164
0.158212,0.000176776
0.158234,0.000166494
0.158257,0.000157182
0.158279,0.000148722
0.158301,0.00014103
0.158324,0.000134023
0.158353,0.00012554
0.158383,0.000117954
0.158412,0.000111451
0.158439,0.000105838
0.158466,0.000100727
0.158493,9.61E-05
0.158534,8.97E-05
0.158575,8.41E-05
0.158616,7.91E-05
0.158658,7.46E-05
0.1587,7.06E-05
0.158746,6.68E-05
0.158798,6.29E-05
0.15885,5.94E-05
0.158896,5.68E-05
0.158952,5.39E-05
0.159008,5.13E-05
0.159064,4.91E-05
0.159119,4.70E-05
0.159203,4.44E-05
0.159278,4.24E-05
0.159352,4.07E-05
0.159427,3.92E-05
0.159501,3.79E-05
0.159576,3.68E-05
0.159651,3.58E-05
0.159762,3.46E-05
0.159874,3.35E-05
0.159986,3.27E-05
0.160098,3.21E-05
0.160247,3.15E-05
0.160396,3.11E-05
0.160588,3.08E-05
0.160631,3.08E-05
0.160793,3.09E-05
0.160955,3.12E-05
0.161117,3.17E-05
0.16128,3.24E-05
0.161442,3.32E-05
0.161604,3.43E-05
0.161712,3.52E-05
0.16182,3.62E-05
0.161928,3.73E-05
0.162036,3.86E-05
0.162144,4.00E-05
0.162252,4.16E-05
0.16236,4.35E-05
0.162468,4.55E-05
0.162576,4.79E-05
0.162711,5.13E-05
0.162792,5.37E-05
0.162874,5.63E-05
0.162955,5.93E-05
0.163036,6.26E-05
0.163117,6.63E-05
0.163198,7.05E-05
0.163255,7.38E-05
0.163316,7.77E-05
0.163377,8.20E-05
0.163437,8.69E-05
0.163498,9.22E-05
0.163557,9.81E-05
0.163615,0.000104619
0.163658,0.000109922
0.1637,0.000115746
0.163749,0.000123127
0.163797,0.0001314
0.163843,0.000140173
0.163884,0.000148812
0.163924,0.000158372
0.163965,0.000169108
0.164005,0.000181191
0.164032,0.000190098
0.164059,0.000199782
0.164087,0.000210336
0.164114,0.00022187
0.164141,0.000234511
0.164168,0.000248408
0.164195,0.000263734
0.164222,0.000280695
0.164249,0.000299534
0.164276,0.000320544
0.164296,0.000337933
0.164316,0.000356909
0.164336,0.000377677
0.164357,0.000400464
0.164378,0.000426576
0.1644,0.000457809
0.164423,0.000492915
0.164438,0.000518787
0.164453,0.000546884
0.164468,0.000577473
0.164484,0.000610832
0.164497,0.000643854
0.164516,0.000693064
0.164528,0.000729211
0.164541,0.000768396
0.164553,0.000810955
0.164566,0.000857253
0.164578,0.000907728
0.164591,0.000962873
0.164605,0.00103437
0.16462,0.0011142
0.164634,0.00120367
0.164644,0.00126943
0.164654,0.00134068
0.164664,0.00141802
0.164673,0.00149728
0.164681,0.00157797
0.16469,0.00166518
0.164699,0.00175959
0.164707,0.00186195
0.164716,0.0019731
0.164725,0.00209399
0.164733,0.00222567
0.164741,0.00235998
0.164749,0.00249578
0.164756,0.00264266
0.164764,0.00280165
0.164772,0.00297392
0.164779,0.00316071
0.164787,0.00336334
0.164794,0.00358323
0.164801,0.00380416
0.164811,0.00413898
0.164821,0.00451029
0.164831,0.00492093
0.16484,0.00537327
0.16485,0.00586842
0.16486,0.00642928
0.16487,0.00703196
0.164887,0.0081029
0.164904,0.00918568
0.164913,0.00973577
0.164922,0.0102279
0.164928,0.0105103
0.164935,0.0107473
0.164941,0.0109316
0.164947,0.0110578
0.164953,0.0111219
0.164955,0.0111297
0.164961,0.0111032
0.164967,0.0110153
0.164973,0.0108688
0.164979,0.0106682
0.164985,0.0104192
0.164994,0.00997062
0.165003,0.00945462
0.165017,0.00860714
0.165037,0.00730868
0.165047,0.00669253
0.165057,0.00611526
0.165067,0.00560282
0.165077,0.00513325
0.165087,0.00470601
0.165096,0.00431926
0.165106,0.00397026
0.165116,0.00365596
0.165126,0.00337314
0.165135,0.00311871
0.165145,0.00288962
0.165155,0.00268324
0.165161,0.00255701
0.16517,0.00240146
0.165178,0.00225922
0.165187,0.00212894
0.165196,0.00200948
0.165204,0.00189975
0.165213,0.00179884
0.165222,0.00170588
0.16523,0.00162014
0.165241,0.00152206
0.165252,0.00143306
0.165263,0.0013521
0.165274,0.00127832
0.165284,0.00121094
0.165295,0.0011493
0.165306,0.00109281
0.165317,0.00104095
0.165331,0.00097749
0.165346,0.000920729
0.165361,0.000869849
0.165375,0.000824038
0.16539,0.000782697
0.165404,0.000745442
0.165419,0.000711764
0.165433,0.000681234
0.165449,0.00065163
0.165465,0.000625034
0.16548,0.000601133
0.165504,0.000569791
0.165528,0.000543241
0.165551,0.000520749
0.165572,0.000503485
0.165593,0.000489635
0.165613,0.000478061
0.16564,0.000465896
0.165667,0.00045721
0.165691,0.000452204
0.16572,0.000449614
0.165728,0.000449509
0.165745,0.000450252
0.165772,0.000454019
0.165799,0.000461075
0.165826,0.000471621
0.165847,0.000481965
0.165867,0.000494512
0.165887,0.000509525
0.165907,0.000527258
0.165927,0.000548019
0.165947,0.000572168
0.165968,0.0006013
0.165989,0.000635247
0.166003,0.000661023
0.166017,0.000689633
0.166031,0.000721394
0.166044,0.000756609
0.166058,0.000795693
0.166075,0.000847206
0.166091,0.000905973
0.166102,0.000949772
0.166113,0.000997781
0.166124,0.00105051
0.166135,0.00110855
0.166145,0.00117262
0.166158,0.00125912
0.166167,0.00132316
0.166176,0.00139299
0.166185,0.00146933
0.166193,0.00155296
0.166202,0.00164483
0.166211,0.00174601
0.166219,0.00184426
0.166229,0.00198645
0.166235,0.00209131
0.166242,0.0022053
0.166249,0.00232955
0.166256,0.0024653
0.166262,0.00261402
0.166269,0.00277731
0.166277,0.00299196
0.166282,0.00314966
0.166288,0.00332055
0.166293,0.00350613
0.166298,0.00370814
0.166304,0.00392853
0.166309,0.00416956
0.166314,0.00440968
0.166318,0.00464526
0.166322,0.00490036
0.166327,0.00517709
0.166331,0.0054779
0.166335,0.00580556
0.16634,0.00616317
0.166344,0.00655432
0.166348,0.00693846
0.166352,0.0073083
0.166355,0.00770759
0.166359,0.00813929
0.166362,0.00860681
0.166366,0.00911386
0.166369,0.00966453
0.166373,0.0102634
0.166376,0.0108734
0.166379,0.0114892
0.166382,0.012154
0.166385,0.0128723
0.166388,0.0136489
0.166391,0.014489
0.166394,0.0153978
0.166397,0.016381
0.1664,0.0173655
0.166404,0.018851
0.166408,0.020489
0.166412,0.0222886
0.166416,0.0242568
0.16642,0.0263946
0.166424,0.0286996
0.166428,0.0311558
0.166433,0.0346232
0.166444,0.0423376
0.166449,0.0456134
0.166453,0.0475851
0.166456,0.049318
0.16646,0.0507554
0.166463,0.0518471
0.166466,0.0525535
0.166469,0.0528302
0.16647,0.0528563
0.166474,0.0526402
0.166477,0.0519969
0.166481,0.0509514
0.166484,0.0495435
0.166488,0.0478234
0.166492,0.0455921
0.166497,0.0420813
0.166511,0.0327739
0.166516,0.0294165
0.16652,0.0270655
0.166524,0.0248777
0.166528,0.0228593
0.166532,0.0210113
0.166536,0.0193262
0.16654,0.017797
0.166544,0.0164121
0.166547,0.0151599
0.166551,0.014028
0.166554,0.0132789
0.166557,0.0125307
0.16656,0.0118386
0.166563,0.0111979
0.166566,0.0106042
0.166571,0.00979334
0.166576,0.00906734
0.166579,0.00856472
0.166583,0.00804577
0.166587,0.00757116
0.166591,0.00713629
0.166595,0.00673702
0.166599,0.00636978
0.166603,0.0060314
0.166607,0.00571907
0.166611,0.00541099
0.166615,0.00510945
0.16662,0.0048325
0.166624,0.00457765
0.166629,0.00434265
0.166636,0.0040232
0.166642,0.00373839
0.166647,0.00354162
0.166653,0.0033387
0.166659,0.00315325
0.166665,0.00298336
0.16667,0.00282736
0.166676,0.00268385
0.166682,0.00255158
0.166691,0.0023719
0.166698,0.00223662
0.166705,0.00211347
0.166712,0.00200102
0.16672,0.00189812
0.166727,0.00180372
0.166734,0.00171699
0.166745,0.00159959
0.166753,0.00151675
0.166763,0.00143035
0.166773,0.00135249
0.166783,0.00128217
0.166793,0.00121854
0.166803,0.00116087
0.166812,0.00110853
0.166822,0.00106099
0.166833,0.00101551
0.166844,0.000972343
0.166855,0.000933557
0.166865,0.000898758
0.166882,0.000853327
0.166898,0.000815239
0.166915,0.000783828
0.166929,0.000761463
0.166943,0.000743644
0.166958,0.000730289
0.166972,0.000721424
0.166986,0.000717111
0.166991,0.000716713
0.167003,0.000718184
0.167015,0.000723488
0.167027,0.000733004
0.16704,0.000747213
0.167052,0.000766764
0.167061,0.000785424
0.16707,0.000807987
0.167079,0.000835006
0.167088,0.00086718
0.167098,0.000908225
0.167104,0.000940061
0.167111,0.000976018
0.167117,0.00101666
0.167124,0.00106264
0.16713,0.00111477
0.167137,0.00117399
0.167142,0.00123255
0.167147,0.00128849
0.167152,0.00135044
0.167157,0.00141925
0.167162,0.00149587
0.167167,0.00158146
0.167172,0.00167739
0.167176,0.00178527
0.167181,0.00188998
0.167184,0.0019879
0.167188,0.00209549
0.167191,0.00221402
0.167195,0.00234499
0.167198,0.00249012
0.167202,0.00265146
0.167206,0.0028314
0.167209,0.00300398
0.167211,0.00316333
0.167214,0.00333703
0.167216,0.00352676
0.167219,0.00373444
0.167222,0.00396227
0.167224,0.00421268
0.167227,0.00448847
0.167229,0.00476104
0.167231,0.00502489
0.167233,0.00531102
0.167235,0.0056216
0.167237,0.00595902
0.16724,0.00632579
0.167242,0.00672451
0.167244,0.00715791
0.167246,0.0075984
0.167247,0.00804152
0.167249,0.0085173
0.167251,0.00902751
0.167254,0.00986101
0.167257,0.0107803
0.167259,0.0117874
0.167262,0.0127219
0.167264,0.0137188
0.167267,0.0151386
0.16727,0.0166454
0.167279,0.021119
0.167283,0.0228768
0.167285,0.0240837
0.167288,0.025094
0.16729,0.0259262
0.167293,0.0265875
0.167295,0.0270576
0.167298,0.0273204
0.167299,0.0273759
0.167302,0.0272663
0.167305,0.0269195
0.167307,0.0263304
0.16731,0.0254814
0.167313,0.0244301
0.167316,0.0232172
0.16732,0.0214225
0.167329,0.0165225
0.167333,0.0146554
0.167336,0.0132647
0.167339,0.0122923
0.167341,0.0113837
0.167343,0.0105406
0.167346,0.00976189
0.167348,0.00897024
0.16735,0.00846014
0.167352,0.00798433
0.167354,0.00754139
0.167355,0.00712892
0.167357,0.00674551
0.16736,0.00622014
0.167362,0.00585668
0.167364,0.00548215
0.167367,0.00514076
0.167369,0.00482923
0.167371,0.00454456
0.167374,0.00428404
0.167376,0.00404529
0.167378,0.00382613
0.167381,0.00360316
0.167384,0.00338017
0.167387,0.0031779
0.167389,0.00299394
0.167392,0.00282619
0.167395,0.00267284
0.167398,0.00253233
0.167401,0.0024033
0.167404,0.00226679
0.167408,0.00212643
0.167412,0.00199968
0.167415,0.00188486
0.167419,0.0017805
0.167423,0.00168537
0.167427,0.00159844
0.16743,0.00151878
0.167435,0.00143443
0.16744,0.00134769
0.167445,0.00126957
0.16745,0.00119896
0.167454,0.0011349
0.167459,0.0010766
0.167464,0.00102339
0.167469,0.000974704
0.167475,0.000923396
0.167481,0.000870836
0.167488,0.000823525
0.167494,0.000780782
0.167501,0.000742029
0.167507,0.000706782
0.167514,0.000674631
0.167524,0.000631455
0.167533,0.000596305
0.167541,0.000564914
0.16755,0.000536733
0.167559,0.000511327
0.167568,0.000488341
0.167577,0.000467499
0.167591,0.000439709
0.167603,0.000417713
0.167614,0.000399177
0.167626,0.000382548
0.167641,0.000362919
0.167656,0.000345724
0.167671,0.000330573
0.167687,0.000317192
0.167702,0.000305338
0.167717,0.000294808
0.16774,0.000280937
0.167764,0.000269365
0.167787,0.000259679
0.16781,0.000251528
0.167833,0.000244745
0.167857,0.000239167
0.167888,0.000233381
0.167919,0.000229265
0.16795,0.000226649
0.167978,0.000225483
0.16799,0.00022531
0.168021,0.000225784
0.168052,0.000227537
0.168083,0.000230582
0.168114,0.00023496
0.168145,0.000240747
0.168176,0.000248053
0.168207,0.000257028
0.168238,0.000267867
0.168269,0.000280468
0.168291,0.000291405
0.168314,0.000303744
0.168337,0.000317706
0.168359,0.000333536
0.16838,0.000350105
0.168401,0.000368731
0.168422,0.000389694
0.168444,0.000413263
0.168465,0.000439922
0.168485,0.000469582
0.168506,0.000502812
0.168519,0.000527491
0.168533,0.000554457
0.168547,0.000583955
0.16856,0.00061628
0.168574,0.000651776
0.168586,0.00068713
0.168598,0.000721751
0.168609,0.000759318
0.16862,0.000800148
0.168631,0.000844603
0.168642,0.00089309
0.168653,0.000946069
0.168665,0.00100406
0.168674,0.00106031
0.168687,0.00114165
0.168701,0.00123266
0.168709,0.00129939
0.168718,0.0013715
0.168727,0.00144952
0.168735,0.00153399
0.168743,0.00161875
0.168755,0.00174718
0.168766,0.00188988
0.168777,0.00204849
0.168788,0.00222477
0.168799,0.00242046
0.16881,0.00263736
0.168821,0.00287683
0.168833,0.0031399
0.168844,0.00342667
0.168855,0.00373609
0.168867,0.00409317
0.168901,0.00512406
0.168913,0.00547851
0.168922,0.00568657
0.16893,0.00586001
0.168938,0.0059938
0.168946,0.00608603
0.168954,0.00613279
0.168958,0.0061384
0.168966,0.00611377
0.168974,0.00604245
0.168982,0.00592749
0.16899,0.00577369
0.168999,0.00557939
0.169007,0.0053575
0.16902,0.00498981
0.169049,0.00408332
0.169061,0.00372598
0.169072,0.0034164
0.169083,0.00312945
0.169095,0.00286624
0.169106,0.00262657
0.169117,0.00240951
0.169128,0.00221351
0.169139,0.00203693
0.16915,0.00187799
0.169161,0.00173492
0.169173,0.00160607
0.169181,0.00152099
0.169189,0.00143615
0.169198,0.00135776
0.169207,0.00128526
0.169215,0.00121812
0.169229,0.00112648
0.169242,0.00104448
0.169251,0.000987707
0.169263,0.000929103
0.169274,0.000875501
0.169285,0.000826379
0.169296,0.000781274
0.169307,0.000739779
0.169318,0.000701536
0.16933,0.000666228
0.169341,0.000631828
0.169354,0.000598486
0.169366,0.000567793
0.169379,0.000539481
0.169397,0.000500975
0.169416,0.000466629
0.169435,0.000435886
0.16945,0.000413012
0.169465,0.000392035
0.16948,0.000372734
0.169503,0.000346484
0.169526,0.000323097
0.169549,0.000302226
0.169572,0.000283639
0.169595,0.000266973
0.169617,0.000251931
0.16964,0.000238249
0.169663,0.000225788
0.169685,0.000214324
0.169709,0.000203674
0.16974,0.00019086
0.169771,0.00017942
0.169802,0.000169166
0.169833,0.000159938
0.169864,0.000151603
0.169895,0.00014405
0.169926,0.000137183
0.169957,0.000130922
0.170003,0.000122516
0.17005,0.000115148
0.170106,0.000107417
0.170143,0.000102822
0.170199,9.67E-05
0.170255,9.13E-05
0.170311,8.65E-05
0.170348,8.36E-05
0.170416,7.89E-05
0.170484,7.48E-05
0.170551,7.13E-05
0.170618,6.82E-05
0.170687,6.53E-05
0.170757,6.28E-05
0.17085,5.98E-05
0.170943,5.73E-05
0.171036,5.52E-05
0.17113,5.33E-05
0.171192,5.22E-05
0.171316,5.03E-05
0.17144,4.88E-05
0.171564,4.76E-05
0.171688,4.66E-05
0.171812,4.59E-05
0.171936,4.53E-05
0.17206,4.49E-05
0.172184,4.47E-05
0.172308,4.47E-05
0.172495,4.49E-05
0.172681,4.54E-05
0.172867,4.63E-05
0.173013,4.72E-05
0.173098,4.78E-05
0.173267,4.93E-05
0.173436,5.12E-05
0.173605,5.34E-05
0.173718,5.51E-05
0.173831,5.70E-05
0.173945,5.92E-05
0.174058,6.17E-05
0.174183,6.48E-05
0.174308,6.84E-05
0.174391,7.11E-05
0.174474,7.40E-05
0.174558,7.73E-05
0.174641,8.09E-05
0.174724,8.50E-05
0.174807,8.95E-05
0.174891,9.46E-05
0.174984,0.000101064
0.175047,0.000105936
0.175109,0.000111324
0.175172,0.0001173
0.175234,0.000123958
0.175297,0.000131408
0.175359,0.000139792
0.175406,0.000146774
0.175453,0.000154477
0.175499,0.000162993
0.175546,0.000172443
0.175593,0.000182977
0.17564,0.000194772
0.175684,0.000207118
0.175727,0.000220982
0.175757,0.00023121
0.17579,0.000243993
0.175823,0.000258096
0.175857,0.000273727
0.17589,0.000291124
0.175919,0.000307964
0.175948,0.000326564
0.175977,0.000347315
0.176006,0.000370476
0.176036,0.000396443
0.176057,0.000418049
0.176079,0.000441748
0.176101,0.00046783
0.176123,0.000496629
0.176145,0.000528553
0.176167,0.000564074
0.176189,0.000603768
0.17621,0.000648324
0.176225,0.00068114
0.17624,0.000716778
0.176259,0.000768637
0.176278,0.000826843
0.176291,0.000869683
0.176304,0.000916249
0.176316,0.000967025
0.176329,0.00102253
0.176342,0.00108333
0.176357,0.00116304
0.176372,0.00125233
0.176382,0.00131794
0.176392,0.00138913
0.176403,0.00146657
0.176413,0.00155102
0.176423,0.00164331
0.176435,0.0017698
0.176444,0.00186266
0.176452,0.00196322
0.17646,0.00207231
0.176469,0.00219091
0.176477,0.0023201
0.176485,0.00246114
0.176493,0.00259938
0.176503,0.0028025
0.176509,0.0029513
0.176516,0.00311205
0.176523,0.00328603
0.176529,0.00347457
0.176536,0.00367925
0.176543,0.00390174
0.176548,0.00411264
0.176554,0.00434007
0.17656,0.00458566
0.176566,0.00485107
0.176572,0.00513829
0.176578,0.00544926
0.176583,0.00578626
0.176589,0.00615157
0.176597,0.00666714
