#class tools::wcsv::ntuple
#title Ar
#separator 44
#vector_separator 59
#column double Neutron_En
#column double Target Z
#column double Target A
#column double Result Z
#column double Result A
#column double Nucleus_en
#column double time
2.52254,8,16,8,16,0.312931,0.238755
1.4956,8,16,8,16,0.370931,0.278509
1.28486,8,16,8,16,0.167967,0.337939
4.93695,8,16,8,16,1.19652,0.16064
0,14,29,14,29,0.0773922,0.312413
0.909895,8,16,8,16,0.231436,0.36362
0.530095,8,16,8,16,0.108573,0.484766
1.68325,8,16,8,16,0.392095,0.274841
0,13,27,13,27,0.283457,0.176348
2.89874,8,16,8,16,0.164315,0.228665
3.90874,8,16,8,16,0.401598,0.194536
4.55249,8,16,8,16,0.547423,0.174722
0.93075,8,16,8,16,0.23433,0.369055
0.733537,8,16,8,16,0.145646,0.407328
0,14,28,2,4,5.32656,0.134303
0,14,28,12,25,0.199629,0.134303
0.633238,8,16,8,16,0.143003,0.456332
5.02457,8,16,8,16,0.853624,0.167867
1.80899,8,16,8,16,0.121949,0.287159
2.19676,8,16,8,16,0.43869,0.235223
0,19,39,19,39,0.14088,0.213194
1.74803,8,16,8,16,0.295664,0.273819
0.828333,8,16,8,16,0.209766,0.391064
1.38849,8,16,8,16,0.381601,0.294754
1.33032,8,16,8,16,0.355647,0.301697
1.16259,8,16,8,16,0.174196,0.337567
3.85749,8,16,8,16,0.644719,0.180896
0.797437,8,16,8,16,0.10145,0.410244
1.58049,8,16,8,16,0.298501,0.282673
1.24717,14,28,14,28,0.131887,0.338863
1.83344,8,16,8,16,0.233845,0.266536
3.04809,13,27,13,27,0.420771,0.215888
1.20861,8,16,8,16,0.168605,0.336096
3.04584,8,16,8,16,0.732599,0.193119
0.569008,8,16,8,16,0.151299,0.463791
1.19196,8,16,8,16,0.221372,0.324943
0.826058,8,16,8,16,0.21886,0.383136
1.42408,8,16,8,16,0.237671,0.294894
0.824571,13,27,13,27,0.10142,0.413816
0.943147,8,16,8,16,0.180214,0.371642
2.36846,8,16,8,16,0.53612,0.227276
1.98558,13,27,13,27,0.189757,0.270282
1.25448,14,28,14,28,0.129297,0.343551
4.34757,14,30,14,30,0.130201,0.19141
1.24751,8,16,8,16,0.106559,0.338048
5.20411,8,16,8,16,1.16226,0.15886
0.627375,8,16,8,16,0.165818,0.429489
5.28656,8,16,8,16,1.00092,0.155246
0,8,16,2,4,0.7416,0.185464
0,8,16,6,13,0.794142,0.185464
1.47327,8,16,8,16,0.276735,0.288303
1.43105,8,16,8,16,0.136408,0.319141
1.18927,8,16,8,16,0.107824,0.349351
1.37801,14,28,14,28,0.163902,0.319747
0.828097,8,16,8,16,0.136607,0.406528
2.80806,8,16,8,16,0.128338,0.227699
1.3534,8,16,8,16,0.298387,0.305129
3.29799,8,16,8,16,0.434699,0.206726
1.29282,8,16,8,16,0.221818,0.321231
0.806969,8,16,8,16,0.202561,0.399399
4.93444,8,16,8,16,0.734485,0.169334
1.45098,8,16,8,16,0.181647,0.316537
0.769075,8,16,8,16,0.162406,0.398114
1.21262,8,16,8,16,0.333684,0.30333
0.809109,8,16,8,16,0.179555,0.394027
3.9831,14,28,14,28,0.111688,0.190632
5.4081,8,16,8,16,0.652646,0.154069
1.27912,8,16,8,16,0.278131,0.321068
9.96752,8,16,8,16,2.63763,0.109515
1.19312,8,16,8,16,0.133576,0.330496
0.59162,8,16,8,16,0.130728,0.468564
0.658242,8,16,8,16,0.172731,0.429311
3.84225,8,16,8,16,0.191558,0.200909
5.62839,8,16,8,16,0.795107,0.156826
4.17706,8,16,8,16,0.175607,0.188091
1.76215,8,16,8,16,0.36489,0.274854
0,11,23,11,23,0.00722898,0.463648
0,8,16,2,4,0.538541,0.205646
0,8,16,6,13,0.464007,0.205646
1.13327,8,16,8,16,0.187926,0.33604
2.75215,8,16,8,16,0.571065,0.207653
0,14,28,14,28,0.0966786,0.257014
1.9401,14,28,14,28,0.11817,0.282863
0.816997,8,16,8,16,0.108421,0.408127
1.47985,8,16,8,16,0.323004,0.289865
1.45155,8,16,8,16,0.386912,0.290192
11.0107,8,16,8,16,0.215294,0.118467
0.753247,8,16,8,16,0.21106,0.399703
1.92495,8,16,8,16,0.356741,0.256446
0.767459,8,16,8,16,0.142936,0.415826
10.2914,13,27,13,27,0.513355,0.117001
0.777693,8,16,8,16,0.165115,0.415306
0,13,27,13,27,0.078011,0.20354
0.737963,8,16,8,16,0.210399,0.388227
2.1697,14,28,14,28,0.199169,0.251706
1.01391,8,16,8,16,0.28454,0.34588
0.833959,8,16,8,16,0.151273,0.39759
6.1719,13,27,13,27,0.101052,0.15923
0.921073,8,16,8,16,0.217344,0.360306
4.69898,14,28,14,28,0.118342,0.181501
2.11663,14,28,14,28,0.229961,0.245712
0.826702,8,16,8,16,0.13768,0.385374
0.703425,8,16,8,16,0.107858,0.430914
0.817464,8,16,8,16,0.233315,0.368427
0.813169,8,16,8,16,0.182116,0.383189
2.41107,8,16,8,16,0.231818,0.247826
1.18045,8,16,8,16,0.154827,0.330589
3.55188,8,16,8,16,0.225461,0.19893
0.859012,8,16,8,16,0.109121,0.402563
2.89535,8,16,8,16,0.498699,0.212708
1.9548,14,28,14,28,0.196581,0.276544
1.64589,8,16,8,16,0.169197,0.300733
0.639657,8,16,8,16,0.134257,0.439155
2.80846,14,29,14,29,0.157794,0.220922
5.35884,8,16,8,16,0.19729,0.164074
0,14,28,14,28,0.135202,0.194002
2.76847,8,16,8,16,0.579066,0.22273
2.74544,8,16,8,16,0.12973,0.225489
4.44303,14,28,14,28,0.516688,0.177542
0.875508,8,16,8,16,0.137743,0.375418
1.18571,8,16,8,16,0.1145,0.345835
3.16573,14,28,14,28,0.234589,0.213654
1.00551,8,16,8,16,0.232605,0.362746
1.50844,8,16,8,16,0.202414,0.294383
2.28922,8,16,8,16,0.151025,0.251232
0,19,39,18,39,0.0361085,0.329562
3.7989,8,16,8,16,0.161053,0.193753
0.797622,8,16,8,16,0.219053,0.392302
2.19419,8,16,8,16,0.457217,0.247116
0.877053,8,16,8,16,0.150881,0.371628
1.01649,8,16,8,16,0.278629,0.350177
0.627601,8,16,8,16,0.131233,0.4628
0.932918,8,16,8,16,0.151304,0.380247
0.742177,8,16,8,16,0.192833,0.417528
1.14129,8,16,8,16,0.115228,0.34105
3.69238,8,16,8,16,0.628383,0.191884
0.780616,8,16,8,16,0.143133,0.394651
2.39832,8,16,8,16,0.401656,0.234059
1.83456,8,16,8,16,0.457996,0.256645
0,14,28,14,28,0.21837,0.149509
2.65625,13,27,13,27,0.395472,0.223735
3.19205,8,16,8,16,0.259442,0.205394
3.66201,8,16,8,16,0.893768,0.180178
1.61098,8,16,8,16,0.168203,0.298316
0.69397,8,16,8,16,0.111108,0.429301
0.434582,8,16,8,16,0.115213,0.536879
1.61615,8,16,8,16,0.400209,0.270514
1.55139,8,16,8,16,0.415803,0.274362
1.33491,8,16,8,16,0.26775,0.302604
0,14,28,13,28,1.00045,0.104998
0,14,28,14,28,0.181147,0.230317
2.0169,8,16,8,16,0.388957,0.243645
0.816139,8,16,8,16,0.219868,0.367429
1.67655,8,16,8,16,0.18298,0.286395
1.39175,8,16,8,16,0.213774,0.31233
2.49811,8,16,8,16,0.538033,0.221369
0.814283,8,16,8,16,0.138511,0.405663
0.866469,8,16,8,16,0.207875,0.375644
1.53908,8,16,8,16,0.208343,0.285076
2.74094,8,16,8,16,0.782754,0.212214
0.634398,8,16,8,16,0.143153,0.451982
1.56809,14,28,14,28,0.222683,0.287741
1.57918,8,16,8,16,0.171184,0.288457
0,14,28,14,28,0.882133,0.141014
2.43549,8,16,8,16,0.603756,0.228107
1.23983,8,16,8,16,0.292375,0.310681
1.082,14,28,14,28,0.158517,0.347642
3.70701,8,16,8,16,0.282754,0.1963
4.87936,8,16,8,16,0.703759,0.171306
0,13,27,13,27,0.173015,0.210666
0.888189,8,16,8,16,0.168329,0.38689
0,14,28,14,28,0.0740878,0.244876
0.760262,8,16,8,16,0.122124,0.41115
2.47862,14,28,14,28,0.346453,0.225329
3.82482,14,28,14,28,0.204572,0.192052
0.719423,8,16,8,16,0.170367,0.403211
0.791714,8,16,8,16,0.21667,0.395034
0,13,27,13,27,0.283666,0.204526
0.701237,14,28,14,28,0.102342,0.438182
1.38241,8,16,8,16,0.275739,0.307421
3.10835,8,16,8,16,0.332963,0.208794
0,8,16,8,17,0.100627,0.297695
0.582882,8,16,8,16,0.11604,0.466242
0.872553,8,16,8,16,0.182839,0.380357
1.90564,8,16,8,16,0.14393,0.27612
1.19211,8,16,8,16,0.189864,0.322801
1.46679,13,27,13,27,0.205526,0.310037
1.18381,8,16,8,16,0.294503,0.328332
0.953576,13,27,13,27,0.149216,0.376163
0.903444,8,16,8,16,0.252767,0.379205
3.01362,19,39,19,39,0.272799,0.207738
4.6615,8,16,8,16,0.716641,0.172304
0,14,28,14,28,0.21631,0.194059
1.89939,8,16,8,16,0.144517,0.277768
4.27038,8,16,8,16,0.649525,0.182329
1.98909,8,16,8,16,0.172522,0.271832
2.58702,8,16,8,16,0.697403,0.209039
0.707325,8,16,8,16,0.127201,0.437081
3.09495,8,16,8,16,0.110825,0.214789
1.27541,8,16,8,16,0.16214,0.31603
4.20315,11,23,11,23,0.400452,0.186734
2.53511,19,39,19,39,0.171744,0.241634
1.70865,8,16,8,16,0.391552,0.258316
1.61855,13,27,13,27,0.147292,0.288468
1.47888,8,16,8,16,0.360007,0.294996
0.815534,8,16,8,16,0.204253,0.374936
0.763569,8,16,8,16,0.115577,0.415863
1.91358,14,28,14,28,0.218909,0.27255
6.08794,14,28,14,28,0.106405,0.161246
2.42786,19,39,19,39,0.170007,0.248167
0.762633,8,16,8,16,0.178399,0.40288
3.26669,8,16,8,16,0.535063,0.206753
1.31846,8,16,8,16,0.377511,0.305186
0.814648,8,16,8,16,0.211699,0.386894
1.48059,8,16,8,16,0.189482,0.296295
2.66429,8,16,8,16,0.414339,0.225786
3.16958,8,16,8,16,0.146773,0.218305
0.973901,8,16,8,16,0.175637,0.369559
0.802352,8,16,8,16,0.210971,0.382794
2.57562,8,16,8,16,0.658505,0.211778
2.91943,13,27,13,27,0.446808,0.221038
0.775919,8,16,8,16,0.153661,0.405287
1.01766,8,16,8,16,0.228592,0.352487
0,8,16,2,4,1.67585,0.18412
0,8,16,6,13,0.108669,0.18412
0.631794,8,16,8,16,0.109605,0.466071
0,14,28,14,28,0.505949,0.148413
0,11,23,11,23,0.129735,0.227415
2.63371,8,16,8,16,0.479986,0.21561
1.69189,8,16,8,16,0.174279,0.294972
3.56587,8,16,8,16,0.333377,0.19179
1.06635,8,16,8,16,0.126441,0.362847
2.62832,8,16,8,16,0.28999,0.233884
1.15115,8,16,8,16,0.161005,0.348343
1.32157,8,16,8,16,0.338113,0.301879
1.35142,8,16,8,16,0.298832,0.296067
1.43027,8,16,8,16,0.304694,0.294509
2.20249,8,16,8,16,0.17461,0.256972
0.598115,8,16,8,16,0.150569,0.453823
0,13,27,13,27,0.065785,0.204369
0,8,16,2,4,0.630623,0.178824
0,8,16,6,13,1.09155,0.178824
0.840512,8,16,8,16,0.228908,0.378905
0,14,28,14,28,0.251956,0.161946
0.668359,8,16,8,16,0.185768,0.421532
1.25397,8,16,8,16,0.14423,0.343857
0.775596,8,16,8,16,0.197259,0.401936
0.742019,8,16,8,16,0.177339,0.41918
3.06294,13,27,13,27,0.23378,0.209312
4.84516,8,16,8,16,0.427626,0.169849
2.59177,14,28,14,28,0.361158,0.221565
2.57477,13,27,13,27,0.214085,0.231085
4.23284,8,16,8,16,0.905183,0.175408
1.22079,8,16,8,16,0.219181,0.329697
0.828639,8,16,8,16,0.206488,0.383731
1.50341,14,28,14,28,0.185962,0.306106
1.44462,8,16,8,16,0.405341,0.294621
8.4823,8,16,8,16,0.61343,0.130756
0.804823,8,16,8,16,0.106309,0.416479
0.759011,8,16,8,16,0.131762,0.429399
1.37247,8,16,8,16,0.379834,0.301143
0.579349,8,16,8,16,0.15455,0.453072
0.601138,8,16,8,16,0.10874,0.467259
0.791502,8,16,8,16,0.21775,0.380339
0.60272,8,16,8,16,0.105069,0.454694
2.27527,8,16,8,16,0.312605,0.237575
1.45137,14,28,14,28,0.191835,0.303376
3.24032,8,16,8,16,0.914099,0.19912
1.63398,8,16,8,16,0.425254,0.27325
1.53815,13,27,13,27,0.157636,0.303001
0,8,16,2,4,0.0565041,0.197854
0,8,16,6,13,0.471227,0.197854
0.36061,8,16,8,16,0.102403,0.564403
3.73618,8,16,8,16,0.826486,0.185311
1.01061,8,16,8,16,0.251857,0.338585
5.25087,8,16,8,16,0.95834,0.161621
0,13,27,13,27,0.138472,0.227693
2.28551,19,39,19,39,0.122202,0.256131
0.609812,8,16,8,16,0.101044,0.469561
3.4794,19,39,19,39,0.120968,0.210026
3.24512,8,16,8,16,0.155163,0.214491
0,14,28,14,28,0.07418,0.2363
1.97191,8,16,8,16,0.54335,0.237306
1.62672,14,28,14,28,0.217441,0.29501
0.792648,8,16,8,16,0.215145,0.378669
2.37123,14,28,14,28,0.312372,0.23708
4.98704,14,28,14,28,0.321307,0.16642
1.80863,11,23,11,23,0.1621,0.278267
3.30788,8,16,8,16,0.834151,0.191716
1.70638,8,16,8,16,0.162179,0.280109
5.04721,8,16,8,16,0.345498,0.166507
1.30213,8,16,8,16,0.160662,0.332512
1.0089,8,16,8,16,0.168601,0.352344
0.915889,8,16,8,16,0.202766,0.358713
1.23764,8,16,8,16,0.129377,0.328884
5.30544,8,16,8,16,0.926339,0.157029
2.31146,8,16,8,16,0.5644,0.232224
1.64965,8,16,8,16,0.344364,0.282515
0.718204,8,16,8,16,0.179551,0.410218
0.726894,8,16,8,16,0.195093,0.416195
1.23035,14,28,14,28,0.131751,0.344077
0.756859,8,16,8,16,0.208486,0.395225
2.89386,14,28,14,28,0.309864,0.224076
1.2042,8,16,8,16,0.198244,0.331654
0.679939,8,16,8,16,0.118662,0.43733
4.6539,13,27,13,27,0.740698,0.16736
1.97692,8,16,8,16,0.24226,0.264862
0,14,28,13,28,0.366519,0.138103
0.796983,8,16,8,16,0.118885,0.418346
0.709445,8,16,8,16,0.144476,0.406759
0,19,39,18,39,0.210205,0.199708
1.72405,8,16,8,16,0.107258,0.286132
3.04505,8,16,8,16,0.12871,0.211683
3.02489,8,16,8,16,0.424681,0.208379
0.742683,14,28,14,28,0.115045,0.421447
2.89936,8,16,8,16,0.178944,0.228885
1.03994,14,28,14,28,0.145929,0.348714
0.891555,8,16,8,16,0.208498,0.382589
2.38758,8,16,8,16,0.379462,0.241909
3.72497,19,39,19,39,0.119836,0.200832
0,11,23,11,23,0.613871,0.163381
0,13,27,13,27,0.202891,0.276963
0.835437,8,16,8,16,0.222575,0.370273
2.49471,14,28,14,28,0.296765,0.238841
0.852827,8,16,8,16,0.20248,0.390485
1.13425,8,16,8,16,0.256613,0.334506
3.0605,8,16,8,16,0.708645,0.207296
2.86101,14,30,14,30,0.404341,0.222245
2.69389,14,28,14,28,0.396503,0.225993
3.17334,8,16,8,16,0.185054,0.21389
1.14973,13,27,13,27,0.159481,0.344555
2.18297,14,28,14,28,0.167634,0.25111
1.80389,8,16,8,16,0.153078,0.278667
0.719929,8,16,8,16,0.197223,0.39824
2.70146,14,28,14,28,0.217829,0.220373
0,11,23,11,23,0.113965,0.341963
0.701032,8,16,8,16,0.149985,0.419926
0.537518,8,16,8,16,0.108513,0.474329
1.64335,8,16,8,16,0.264581,0.275358
1.47462,8,16,8,16,0.168221,0.297079
0.703331,8,16,8,16,0.19725,0.411133
1.08703,8,16,8,16,0.275662,0.336206
1.12252,8,16,8,16,0.119437,0.345211
0.788083,8,16,8,16,0.222275,0.399152
4.60633,14,28,14,28,0.142277,0.174958
1.11301,14,29,14,29,0.136776,0.340611
1.11084,8,16,8,16,0.175573,0.342266
3.28625,8,16,8,16,0.187887,0.212952
1.45325,8,16,8,16,0.376952,0.293019
1.05163,8,16,8,16,0.176721,0.345712
3.21174,8,16,8,16,0.643781,0.202189
0.97987,14,30,14,30,0.111742,0.379292
1.5959,8,16,8,16,0.137359,0.305719
0.893095,8,16,8,16,0.244856,0.36528
1.23365,8,16,8,16,0.241211,0.326137
0.499735,8,16,8,16,0.117214,0.506133
3.09004,14,28,14,28,0.145756,0.209406
0.828237,8,16,8,16,0.222616,0.378322
1.39543,8,16,8,16,0.255171,0.300298
0.994203,8,16,8,16,0.277999,0.35781
3.62204,14,28,14,28,0.496232,0.194289
1.87453,8,16,8,16,0.160152,0.269244
0.857567,8,16,8,16,0.118583,0.409549
1.12977,8,16,8,16,0.300459,0.3281
5.34052,8,16,8,16,1.10232,0.1568
2.69181,13,27,13,27,0.407186,0.226346
1.8961,8,16,8,16,0.218733,0.261127
3.54181,8,16,8,16,0.250623,0.206024
0.787978,8,16,8,16,0.173748,0.3957
0.766911,8,16,8,16,0.155877,0.392437
0,14,28,14,28,0.0466524,0.258663
1.13779,13,27,13,27,0.14184,0.344702
1.44519,8,16,8,16,0.181504,0.298471
1.46375,8,16,8,16,0.368098,0.289722
0,13,27,13,27,0.401953,0.174985
0,14,28,14,28,0.0864456,0.166164
1.50752,8,16,8,16,0.351814,0.289805
0,8,16,8,16,0.409854,0.128876
1.44628,8,16,8,16,0.389302,0.292861
2.37761,8,16,8,16,0.528073,0.230078
1.26744,8,16,8,16,0.16171,0.330046
0.837133,8,16,8,16,0.152358,0.400558
1.40103,8,16,8,16,0.274419,0.311833
3.2604,14,28,14,28,0.116624,0.2063
6.43295,8,16,8,16,1.18715,0.143494
0.889134,8,16,8,16,0.235208,0.373548
1.90607,14,28,14,28,0.158149,0.270341
0.624758,8,16,8,16,0.175578,0.433159
1.09471,8,16,8,16,0.244198,0.34686
1.01955,8,16,8,16,0.262227,0.35021
1.16858,8,16,8,16,0.130655,0.337121
